product_id,delivery_estimate,delivery_speed_score,offer_strength,availability,last_updated
351,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.683283
352,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.683415
353,1 day,1.0,,Out of Stock,2025-07-27T21:34:17.683546
354,6 days,0.16666666666666666,Cashback,Out of Stock,2025-07-27T21:34:17.683683
355,1 day,1.0,,Limited Stock,2025-07-27T21:34:17.683846
356,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.683988
357,1 day,1.0,Discount,In Stock,2025-07-27T21:34:17.684125
358,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.684273
359,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.684414
360,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.684548
361,6 days,0.16666666666666666,,Limited Stock,2025-07-27T21:34:17.684680
362,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.684812
363,3 days,0.3333333333333333,No Cost EMI,Limited Stock,2025-07-27T21:34:17.684942
364,6 days,0.16666666666666666,Bank Offer,Limited Stock,2025-07-27T21:34:17.685092
365,6 days,0.16666666666666666,Bank Offer,In Stock,2025-07-27T21:34:17.685246
366,1 day,1.0,Cashback,In Stock,2025-07-27T21:34:17.685383
367,1 day,1.0,Cashback,Limited Stock,2025-07-27T21:34:17.685513
368,6 days,0.16666666666666666,No Cost EMI,Out of Stock,2025-07-27T21:34:17.686353
369,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.686519
370,7 days,0.14285714285714285,Bank Offer,Limited Stock,2025-07-27T21:34:17.686666
371,5 days,0.2,,In Stock,2025-07-27T21:34:17.686808
372,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.686949
373,6 days,0.16666666666666666,Bank Offer,Limited Stock,2025-07-27T21:34:17.687089
374,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.687223
375,1 day,1.0,,Out of Stock,2025-07-27T21:34:17.687350
376,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.687489
377,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.687611
378,7 days,0.14285714285714285,Discount,In Stock,2025-07-27T21:34:17.687737
379,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.687864
380,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.688002
381,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.688120
382,6 days,0.16666666666666666,Discount,Out of Stock,2025-07-27T21:34:17.688238
383,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.688356
384,7 days,0.14285714285714285,No Cost EMI,Out of Stock,2025-07-27T21:34:17.688470
385,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.688582
386,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.688699
387,5 days,0.2,,In Stock,2025-07-27T21:34:17.688816
388,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.688935
389,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.689068
390,6 days,0.16666666666666666,No Cost EMI,In Stock,2025-07-27T21:34:17.691086
391,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.691356
392,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.691517
393,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.691662
394,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.691797
395,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.691924
396,6 days,0.16666666666666666,Bank Offer,Limited Stock,2025-07-27T21:34:17.692049
397,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.692174
398,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.692297
399,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.692421
400,3 days,0.3333333333333333,Bank Offer,Limited Stock,2025-07-27T21:34:17.692547
401,3 days,0.3333333333333333,Cashback,In Stock,2025-07-27T21:34:17.692692
402,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.692829
403,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.692957
404,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.693078
405,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.693202
406,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.693343
407,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.693472
408,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.693595
409,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.693717
410,7 days,0.14285714285714285,Discount,Out of Stock,2025-07-27T21:34:17.693838
411,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.693957
412,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.694073
413,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.694194
414,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.694311
415,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.695375
416,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.695525
417,1 day,1.0,Discount,In Stock,2025-07-27T21:34:17.695654
418,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.695782
419,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.695907
420,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.696047
421,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.696311
422,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.696454
423,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.696575
424,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.696691
425,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.696803
426,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.696915
427,2 days,0.5,Cashback,Out of Stock,2025-07-27T21:34:17.697040
428,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.697871
429,1 day,1.0,Bank Offer,Out of Stock,2025-07-27T21:34:17.698084
430,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.698287
431,5 days,0.2,Bank Offer,In Stock,2025-07-27T21:34:17.698418
432,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.698540
433,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.698657
434,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.698769
435,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.698880
436,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.698990
437,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.699099
438,4 days,0.25,Exchange Offer,In Stock,2025-07-27T21:34:17.699207
439,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.699317
440,4 days,0.25,Cashback,Out of Stock,2025-07-27T21:34:17.699427
441,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.699553
442,1 day,1.0,Bank Offer,Limited Stock,2025-07-27T21:34:17.699669
443,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.699779
444,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.699889
445,5 days,0.2,Bank Offer,In Stock,2025-07-27T21:34:17.699999
446,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.700107
447,1 day,1.0,Exchange Offer,In Stock,2025-07-27T21:34:17.700217
448,7 days,0.14285714285714285,Exchange Offer,Out of Stock,2025-07-27T21:34:17.700338
449,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.700449
450,1 day,1.0,,In Stock,2025-07-27T21:34:17.700558
451,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.700667
452,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.700777
453,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.700887
454,1 day,1.0,,In Stock,2025-07-27T21:34:17.700996
455,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.701104
456,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.701472
457,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.701602
458,1 day,1.0,Cashback,Limited Stock,2025-07-27T21:34:17.701742
459,6 days,0.16666666666666666,Cashback,Limited Stock,2025-07-27T21:34:17.701862
460,2 days,0.5,Cashback,Limited Stock,2025-07-27T21:34:17.701975
461,4 days,0.25,Cashback,Limited Stock,2025-07-27T21:34:17.702086
462,2 days,0.5,No Cost EMI,Out of Stock,2025-07-27T21:34:17.702197
463,2 days,0.5,Exchange Offer,In Stock,2025-07-27T21:34:17.702308
464,4 days,0.25,Exchange Offer,Out of Stock,2025-07-27T21:34:17.702418
465,7 days,0.14285714285714285,,Limited Stock,2025-07-27T21:34:17.702527
466,7 days,0.14285714285714285,Cashback,Limited Stock,2025-07-27T21:34:17.702635
467,4 days,0.25,Discount,In Stock,2025-07-27T21:34:17.702758
468,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.702880
469,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.703015
470,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.703210
471,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.703356
472,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.703483
473,7 days,0.14285714285714285,No Cost EMI,Limited Stock,2025-07-27T21:34:17.703609
474,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.703734
475,6 days,0.16666666666666666,Bank Offer,In Stock,2025-07-27T21:34:17.703858
476,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.703981
477,2 days,0.5,Exchange Offer,Out of Stock,2025-07-27T21:34:17.704219
478,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.704377
479,6 days,0.16666666666666666,Bank Offer,Out of Stock,2025-07-27T21:34:17.704500
480,2 days,0.5,Exchange Offer,Out of Stock,2025-07-27T21:34:17.704622
481,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.704768
482,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.704899
483,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.705025
484,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.705150
485,4 days,0.25,No Cost EMI,Out of Stock,2025-07-27T21:34:17.705274
486,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.705397
487,6 days,0.16666666666666666,Cashback,In Stock,2025-07-27T21:34:17.705521
488,2 days,0.5,Exchange Offer,In Stock,2025-07-27T21:34:17.705642
489,5 days,0.2,Discount,Out of Stock,2025-07-27T21:34:17.705764
490,6 days,0.16666666666666666,Cashback,In Stock,2025-07-27T21:34:17.705886
491,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.706005
492,4 days,0.25,Cashback,In Stock,2025-07-27T21:34:17.706124
493,3 days,0.3333333333333333,Cashback,Out of Stock,2025-07-27T21:34:17.706357
494,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.706501
495,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.706628
496,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.706765
497,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.706901
498,1 day,1.0,Bank Offer,Out of Stock,2025-07-27T21:34:17.707026
499,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.707150
500,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.707271
501,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.707394
502,3 days,0.3333333333333333,Bank Offer,Limited Stock,2025-07-27T21:34:17.707515
503,7 days,0.14285714285714285,Discount,Limited Stock,2025-07-27T21:34:17.707643
504,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.707774
505,1 day,1.0,Cashback,Out of Stock,2025-07-27T21:34:17.707904
506,1 day,1.0,No Cost EMI,Out of Stock,2025-07-27T21:34:17.708019
507,4 days,0.25,Exchange Offer,In Stock,2025-07-27T21:34:17.708299
508,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.708462
509,3 days,0.3333333333333333,Cashback,Out of Stock,2025-07-27T21:34:17.708599
510,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.708725
511,5 days,0.2,Exchange Offer,In Stock,2025-07-27T21:34:17.708850
512,3 days,0.3333333333333333,Exchange Offer,Out of Stock,2025-07-27T21:34:17.708976
513,1 day,1.0,Cashback,Out of Stock,2025-07-27T21:34:17.709112
514,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.709243
515,5 days,0.2,No Cost EMI,Out of Stock,2025-07-27T21:34:17.709365
516,6 days,0.16666666666666666,No Cost EMI,Limited Stock,2025-07-27T21:34:17.709481
517,6 days,0.16666666666666666,Cashback,In Stock,2025-07-27T21:34:17.709596
518,2 days,0.5,No Cost EMI,Limited Stock,2025-07-27T21:34:17.709711
519,1 day,1.0,Bank Offer,Limited Stock,2025-07-27T21:34:17.709838
520,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.709983
521,4 days,0.25,Exchange Offer,Out of Stock,2025-07-27T21:34:17.710106
522,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.710487
523,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.710633
524,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.710767
525,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.710894
526,1 day,1.0,Bank Offer,Limited Stock,2025-07-27T21:34:17.711016
527,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.711191
528,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.711336
529,1 day,1.0,Exchange Offer,Limited Stock,2025-07-27T21:34:17.711458
530,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.711580
531,4 days,0.25,No Cost EMI,In Stock,2025-07-27T21:34:17.711702
532,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.711828
533,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.711982
534,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.712106
535,7 days,0.14285714285714285,Bank Offer,Limited Stock,2025-07-27T21:34:17.712226
536,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.712345
537,5 days,0.2,Discount,In Stock,2025-07-27T21:34:17.712464
538,6 days,0.16666666666666666,No Cost EMI,Out of Stock,2025-07-27T21:34:17.712584
539,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.712702
540,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.712821
541,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.712940
542,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.713070
543,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.713186
544,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.713300
545,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.713433
546,2 days,0.5,No Cost EMI,Out of Stock,2025-07-27T21:34:17.713576
547,6 days,0.16666666666666666,Bank Offer,Out of Stock,2025-07-27T21:34:17.713754
548,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.713889
549,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.714006
550,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.714154
551,1 day,1.0,,Out of Stock,2025-07-27T21:34:17.714297
552,2 days,0.5,No Cost EMI,Limited Stock,2025-07-27T21:34:17.714420
553,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.714539
554,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.714660
555,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.714780
556,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.714900
557,4 days,0.25,Discount,In Stock,2025-07-27T21:34:17.715034
558,3 days,0.3333333333333333,Exchange Offer,Out of Stock,2025-07-27T21:34:17.715253
559,3 days,0.3333333333333333,Cashback,In Stock,2025-07-27T21:34:17.715501
560,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.715760
561,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.716471
562,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.716764
563,3 days,0.3333333333333333,Cashback,In Stock,2025-07-27T21:34:17.717015
564,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.718043
565,6 days,0.16666666666666666,Cashback,Limited Stock,2025-07-27T21:34:17.718202
566,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.718333
567,6 days,0.16666666666666666,Discount,Out of Stock,2025-07-27T21:34:17.718459
568,3 days,0.3333333333333333,Exchange Offer,Out of Stock,2025-07-27T21:34:17.718585
569,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.718713
570,1 day,1.0,Bank Offer,Limited Stock,2025-07-27T21:34:17.718842
571,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.720159
572,3 days,0.3333333333333333,Discount,Out of Stock,2025-07-27T21:34:17.721513
573,4 days,0.25,No Cost EMI,Out of Stock,2025-07-27T21:34:17.721802
574,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.722559
575,2 days,0.5,Cashback,Limited Stock,2025-07-27T21:34:17.723208
576,2 days,0.5,Cashback,Limited Stock,2025-07-27T21:34:17.723563
577,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.723733
578,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.723874
579,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.724029
580,2 days,0.5,Bank Offer,Limited Stock,2025-07-27T21:34:17.724176
581,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.724320
582,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.724455
583,5 days,0.2,Exchange Offer,Out of Stock,2025-07-27T21:34:17.724604
584,7 days,0.14285714285714285,Exchange Offer,Limited Stock,2025-07-27T21:34:17.725054
585,1 day,1.0,,Limited Stock,2025-07-27T21:34:17.725233
586,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.725554
587,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.725747
588,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.725891
589,4 days,0.25,Cashback,Out of Stock,2025-07-27T21:34:17.726023
590,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.726151
591,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.726375
592,3 days,0.3333333333333333,No Cost EMI,Limited Stock,2025-07-27T21:34:17.726501
593,7 days,0.14285714285714285,Exchange Offer,Out of Stock,2025-07-27T21:34:17.726622
594,6 days,0.16666666666666666,Bank Offer,Limited Stock,2025-07-27T21:34:17.726744
595,1 day,1.0,Cashback,Limited Stock,2025-07-27T21:34:17.726863
596,6 days,0.16666666666666666,Cashback,Out of Stock,2025-07-27T21:34:17.726987
597,4 days,0.25,Bank Offer,Limited Stock,2025-07-27T21:34:17.727111
598,1 day,1.0,Discount,In Stock,2025-07-27T21:34:17.727232
599,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.727350
600,5 days,0.2,No Cost EMI,Limited Stock,2025-07-27T21:34:17.727491
601,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.727679
602,1 day,1.0,Exchange Offer,Limited Stock,2025-07-27T21:34:17.727803
603,2 days,0.5,Bank Offer,Limited Stock,2025-07-27T21:34:17.728009
604,6 days,0.16666666666666666,Cashback,Limited Stock,2025-07-27T21:34:17.728830
605,1 day,1.0,Exchange Offer,In Stock,2025-07-27T21:34:17.728990
606,6 days,0.16666666666666666,Discount,Limited Stock,2025-07-27T21:34:17.729197
607,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.729524
608,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.729694
609,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.729826
610,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.729989
611,4 days,0.25,,In Stock,2025-07-27T21:34:17.730232
612,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.730377
613,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.730501
614,5 days,0.2,Cashback,Out of Stock,2025-07-27T21:34:17.730619
615,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.730732
616,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.730848
617,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.730974
618,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.731096
619,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.731319
620,4 days,0.25,,In Stock,2025-07-27T21:34:17.731790
621,1 day,1.0,,In Stock,2025-07-27T21:34:17.731931
622,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.732047
623,7 days,0.14285714285714285,Discount,Out of Stock,2025-07-27T21:34:17.732275
624,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.732411
625,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.732638
626,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.732777
627,6 days,0.16666666666666666,Discount,Limited Stock,2025-07-27T21:34:17.732932
628,5 days,0.2,,In Stock,2025-07-27T21:34:17.733065
629,4 days,0.25,Cashback,Limited Stock,2025-07-27T21:34:17.733192
630,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.733313
631,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.733430
632,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.733545
633,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.733658
634,4 days,0.25,Cashback,In Stock,2025-07-27T21:34:17.733767
635,1 day,1.0,Bank Offer,Out of Stock,2025-07-27T21:34:17.733875
636,7 days,0.14285714285714285,Discount,In Stock,2025-07-27T21:34:17.733984
637,6 days,0.16666666666666666,Bank Offer,Out of Stock,2025-07-27T21:34:17.734093
638,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.734201
639,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.734313
640,2 days,0.5,Exchange Offer,In Stock,2025-07-27T21:34:17.734427
641,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.734854
642,1 day,1.0,Cashback,Limited Stock,2025-07-27T21:34:17.735084
643,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.735221
644,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.735344
645,4 days,0.25,Exchange Offer,Out of Stock,2025-07-27T21:34:17.735553
646,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.735780
647,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.736265
648,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.736450
649,5 days,0.2,Exchange Offer,In Stock,2025-07-27T21:34:17.736600
650,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.736751
651,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.736881
652,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.737006
653,5 days,0.2,,Out of Stock,2025-07-27T21:34:17.737260
654,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.737450
655,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.737685
656,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.737833
657,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.737961
658,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.738103
659,6 days,0.16666666666666666,Bank Offer,In Stock,2025-07-27T21:34:17.738237
660,7 days,0.14285714285714285,Bank Offer,Limited Stock,2025-07-27T21:34:17.738366
661,3 days,0.3333333333333333,Bank Offer,Limited Stock,2025-07-27T21:34:17.738493
662,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.738636
663,6 days,0.16666666666666666,Discount,Limited Stock,2025-07-27T21:34:17.738763
664,7 days,0.14285714285714285,Discount,Out of Stock,2025-07-27T21:34:17.738887
665,4 days,0.25,Discount,In Stock,2025-07-27T21:34:17.739024
666,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.739203
667,5 days,0.2,Discount,Out of Stock,2025-07-27T21:34:17.739348
668,5 days,0.2,Exchange Offer,Out of Stock,2025-07-27T21:34:17.739474
669,7 days,0.14285714285714285,Cashback,Limited Stock,2025-07-27T21:34:17.739622
670,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.739753
671,2 days,0.5,Cashback,Out of Stock,2025-07-27T21:34:17.739892
672,1 day,1.0,,In Stock,2025-07-27T21:34:17.740021
673,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.740193
674,2 days,0.5,Bank Offer,In Stock,2025-07-27T21:34:17.740334
675,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.740464
676,7 days,0.14285714285714285,No Cost EMI,Limited Stock,2025-07-27T21:34:17.740581
677,2 days,0.5,Exchange Offer,Out of Stock,2025-07-27T21:34:17.740687
678,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.740793
679,1 day,1.0,,Limited Stock,2025-07-27T21:34:17.740906
680,2 days,0.5,,In Stock,2025-07-27T21:34:17.741033
681,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.741349
682,4 days,0.25,,In Stock,2025-07-27T21:34:17.741527
683,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.741690
684,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.741828
685,7 days,0.14285714285714285,,Limited Stock,2025-07-27T21:34:17.742003
686,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.742146
687,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.742278
688,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.742406
689,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.742531
690,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.742658
691,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.742784
692,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.742913
693,5 days,0.2,Exchange Offer,Limited Stock,2025-07-27T21:34:17.743077
694,3 days,0.3333333333333333,No Cost EMI,Limited Stock,2025-07-27T21:34:17.743207
695,2 days,0.5,,In Stock,2025-07-27T21:34:17.743609
696,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.743794
697,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.743945
698,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.744074
699,4 days,0.25,Cashback,In Stock,2025-07-27T21:34:17.744342
700,5 days,0.2,No Cost EMI,Out of Stock,2025-07-27T21:34:17.744476
701,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.744596
