product_id,title,brand,category,subcategory,description,specifications,price,color,is_f_assured,cod_available,return_policy,seller_name,seller_rating,image_url,tags
P10260,"MI Q1 75""",MI,Electronics,TV,"MI Q1 75"" - Talk say where small history.","Display: 128GB, Processor: Snapdragon",124311.89,Purple,False,True,7-day return,Morris LLC,4.7,https://images.flipkart.com/products/P10260.jpg,"4K, Eco-Friendly, Trending"
P10261,Hawkins Miss Mary Cooker,Hawkins,Home,Kitchen,Hawkins Miss Mary Cooker - Detail memory draw financial economy.,"Camera: 128GB, OS: WiFi 6",24887.72,Gray,False,False,10-day return,Hernandez and Sons,3.7,https://images.flipkart.com/products/P10261.jpg,"Smart, HD, Best Seller"
P10262,HP Victus 15,HP,Electronics,Laptop,HP Victus 15 - Push most we account analysis evening school or hit difficult maybe.,"RAM: 6.5 inch, Connectivity: MediaTek",50937.54,Black,False,False,7-day return,"Grant, Smith and Ramirez",4.4,https://images.flipkart.com/products/P10262.jpg,"Durable, Wireless"
P10263,Apple iPhone 15,Apple,Electronics,Smartphone,Apple iPhone 15 - Common friend any win present after.,"RAM: 256GB, OS: iOS 17",40449.38,Green,False,True,10-day return,Hernandez-Reese,4.5,https://images.flipkart.com/products/P10263.jpg,"Smart, 4K, Stylish, Durable"
P10264,Realme GT Neo 5,Realme,Electronics,Smartphone,Realme GT Neo 5 - Almost else himself total camera white.,"Display: 6.5 inch, Connectivity: WiFi 6",15132.5,White,True,False,7-day return,West Inc,4.7,https://images.flipkart.com/products/P10264.jpg,"HD, Lightweight, New Launch"
P10265,Sony WF-1000XM4,Sony,Electronics,Headphones,Sony WF-1000XM4 - Painting physical anyone live ever few whole car.,"Display: 5000mAh, OS: Android 13",8858.31,Rose Gold,False,True,30-day return,Garcia and Sons,4.0,https://images.flipkart.com/products/P10265.jpg,"Smart, Durable"
P10266,Oppo Reno 10,Oppo,Electronics,Smartphone,Oppo Reno 10 - Vote table mean help current agency debate learn.,"Camera: 5000mAh, OS: MediaTek",57371.19,Rose Gold,True,True,15-day return,"Barton, Robinson and Leblanc",4.5,https://images.flipkart.com/products/P10266.jpg,"4K, New Launch, Eco-Friendly"
P10267,Xiaomi Redmi Note 13,Xiaomi,Electronics,Smartphone,Xiaomi Redmi Note 13 - Stuff food seat friend middle each middle nation peace develop.,"Storage: 48MP, Processor: Android 13",26731.16,Gray,False,True,7-day return,Morris-Marshall,4.8,https://images.flipkart.com/products/P10267.jpg,"Smart, Fast Charging"
P10268,Asus ZenBook 14,Asus,Electronics,Laptop,Asus ZenBook 14 - Grow hope but much writer fall against we.,"Display: 256GB, Connectivity: Android 13",179340.84,White,False,False,10-day return,Lopez-Shaw,3.7,https://images.flipkart.com/products/P10268.jpg,"Eco-Friendly, 4K, Stylish"
P10269,IKEA HEMNES Bookcase,IKEA,Home,Furniture,IKEA HEMNES Bookcase - Attack sister subject show attorney red approach just none.,"Storage: 6GB, Processor: WiFi 6",18215.0,Blue,True,False,30-day return,Davies PLC,4.7,https://images.flipkart.com/products/P10269.jpg,"Eco-Friendly, Fast Charging, Lightweight, Stylish"
P10270,Puma RS-X,Puma,Fashion,Shoes,Puma RS-X - Entire week raise health wonder bill from traditional green event.,"Storage: 256GB, OS: Snapdragon",13370.11,Gold,True,True,15-day return,"Alexander, Tran and Hodges",4.5,https://images.flipkart.com/products/P10270.jpg,"Trending, Durable"
P10271,Hawkins Miss Mary Cooker,Hawkins,Home,Kitchen,Hawkins Miss Mary Cooker - Under day heart account research specific.,"Camera: 5000mAh, Connectivity: MediaTek",24451.81,Gray,True,False,10-day return,"Parker, Conner and Brown",4.2,https://images.flipkart.com/products/P10271.jpg,"Durable, New Launch, Stylish, Fast Charging"
P10272,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Her door reveal something kind.,"RAM: 6GB, Connectivity: MediaTek",12738.08,Gold,False,True,7-day return,"Miller, Gonzales and Baker",4.6,https://images.flipkart.com/products/P10272.jpg,"HD, Waterproof, 4K"
P10273,Xiaomi Redmi Note 12,Xiaomi,Electronics,Smartphone,Xiaomi Redmi Note 12 - It this light heavy girl think.,"Storage: 6.5 inch, Connectivity: iOS 17",28970.4,Red,True,False,30-day return,Wilson-Lloyd,4.7,https://images.flipkart.com/products/P10273.jpg,"Wireless, Eco-Friendly, Best Seller"
P10274,Nike Air Max 270,Nike,Fashion,Shoes,Nike Air Max 270 - Determine only book break second nature glass child dinner.,"Battery: 5000mAh, Connectivity: Snapdragon",1988.33,Silver,True,True,7-day return,"Swanson, Salazar and Hinton",4.7,https://images.flipkart.com/products/P10274.jpg,"Durable, 4K, Premium, Trending"
P10275,"LG OLED G3 65""",LG,Electronics,TV,"LG OLED G3 65"" - Cell own sport American success half everybody none.","Display: 128GB, Processor: MediaTek",255630.47,Gray,False,False,30-day return,Tucker-Evans,3.7,https://images.flipkart.com/products/P10275.jpg,"HD, Smart, Waterproof, Trending"
P10276,boAt Storm,boAt,Electronics,Headphones,boAt Storm - Type structure case rate including need state.,"RAM: 6GB, Processor: iOS 17",7882.01,Silver,True,False,10-day return,"Russell, Collins and Quinn",3.8,https://images.flipkart.com/products/P10276.jpg,"HD, Eco-Friendly, New Launch"
P10277,Adidas Ultraboost 23,Adidas,Fashion,Shoes,Adidas Ultraboost 23 - Cup far away perhaps threat sound check room.,"Battery: 6GB, Connectivity: WiFi 6",9037.76,Gold,False,True,30-day return,Knight-Ware,3.5,https://images.flipkart.com/products/P10277.jpg,"Smart, Premium, Stylish, Lightweight"
P10278,IKEA MALM Bed Frame,IKEA,Home,Furniture,IKEA MALM Bed Frame - Technology customer inside two idea.,"Camera: 8GB, Connectivity: MediaTek",2768.14,Purple,False,False,30-day return,"Reynolds, Mcdonald and Schmidt",5.0,https://images.flipkart.com/products/P10278.jpg,"Best Seller, HD, 4K, Stylish"
P10279,Adidas Superstar,Adidas,Fashion,Shoes,Adidas Superstar - Individual listen from cut back.,"Battery: 48MP, Processor: MediaTek",6484.81,Rose Gold,False,False,10-day return,Smith-Lamb,3.8,https://images.flipkart.com/products/P10279.jpg,"Trending, 4K, Durable, Waterproof"
P10280,HP Victus 15,HP,Electronics,Laptop,HP Victus 15 - Themselves safe have such center.,"Camera: 6.5 inch, Connectivity: WiFi 6",84804.84,White,False,False,30-day return,Adkins and Sons,4.5,https://images.flipkart.com/products/P10280.jpg,"4K, Stylish, Smart, Premium"
P10281,Realme 11 Pro,Realme,Electronics,Smartphone,Realme 11 Pro - Generation during but food event sign fund middle collection share.,"Battery: 8GB, Processor: WiFi 6",10943.45,Green,True,False,15-day return,"Hutchinson, Conrad and Brooks",3.7,https://images.flipkart.com/products/P10281.jpg,"Trending, Best Seller"
P10282,boAt Rockerz 450,boAt,Electronics,Headphones,boAt Rockerz 450 - Simply forget special mention training traditional.,"Camera: 6GB, OS: iOS 17",6021.52,Rose Gold,True,False,10-day return,Lam Group,4.3,https://images.flipkart.com/products/P10282.jpg,"4K, Trending, Durable, Smart"
P10283,Bata Marie Claire,Bata,Fashion,Shoes,Bata Marie Claire - Close happy soon business talk prepare.,"Battery: 48MP, Connectivity: Android 13",14504.58,Black,True,False,10-day return,Kelly LLC,4.4,https://images.flipkart.com/products/P10283.jpg,"New Launch, HD, Durable"
P10284,Reebok Club C 85,Reebok,Fashion,Shoes,Reebok Club C 85 - Certainly painting cup pull center campaign campaign marriage see sound know.,"Camera: 5000mAh, Connectivity: MediaTek",11754.13,Red,False,False,10-day return,Ayala PLC,5.0,https://images.flipkart.com/products/P10284.jpg,"Fast Charging, New Launch"
P10285,Prestige Deluxe Alpha,Prestige,Home,Kitchen,Prestige Deluxe Alpha - Open side condition exactly more perhaps age most.,"Battery: 6GB, OS: Android 13",14003.65,Blue,True,False,7-day return,"Mendoza, Martin and Sanchez",4.0,https://images.flipkart.com/products/P10285.jpg,"Fast Charging, Smart, New Launch, Waterproof"
P10286,L'Oreal Paris Lipstick,L'Oreal,Beauty,Cosmetics,L'Oreal Paris Lipstick - But only gas painting like.,"Camera: 48MP, Connectivity: Android 13",12365.66,Purple,False,True,15-day return,"Scott, Collins and Brown",4.3,https://images.flipkart.com/products/P10286.jpg,"Premium, Wireless"
P10287,Prestige Svachh Cooker,Prestige,Home,Kitchen,Prestige Svachh Cooker - Author factor become with including.,"Battery: 6.5 inch, Connectivity: iOS 17",2480.25,Red,True,False,15-day return,"Williams, Hicks and Beck",4.0,https://images.flipkart.com/products/P10287.jpg,"Best Seller, Lightweight"
P10288,Hawkins Ventura Cooker,Hawkins,Home,Kitchen,Hawkins Ventura Cooker - Remember mention include three mean.,"Camera: 48MP, Connectivity: Snapdragon",3045.1,Gray,False,True,10-day return,"Fritz, Porter and Marshall",4.9,https://images.flipkart.com/products/P10288.jpg,"Waterproof, Stylish, Wireless, Best Seller"
P10289,Sony WH-CH720N,Sony,Electronics,Headphones,Sony WH-CH720N - Industry spring city write try great throw require.,"RAM: 6.5 inch, OS: 5G",40338.02,Gold,False,True,15-day return,Le Group,4.8,https://images.flipkart.com/products/P10289.jpg,"Waterproof, Premium"
P10290,Oppo Reno 10,Oppo,Electronics,Smartphone,Oppo Reno 10 - Physical national loss woman wrong become less care responsibility.,"Storage: 48MP, Connectivity: 5G",8381.19,White,True,True,30-day return,"Garza, Walker and Curry",4.8,https://images.flipkart.com/products/P10290.jpg,"Premium, Trending"
P10291,Uniqlo UV Protection Polo,Uniqlo,Fashion,Clothing,Uniqlo UV Protection Polo - Fear anyone wrong lot lead key town city shoulder.,"RAM: 5000mAh, Connectivity: MediaTek",844.42,Gray,True,True,7-day return,"Welch, Macdonald and Morrison",3.6,https://images.flipkart.com/products/P10291.jpg,"Premium, Wireless, Lightweight"
P10292,"Sony Bravia X90L 65""",Sony,Electronics,TV,"Sony Bravia X90L 65"" - Fear goal whose benefit interesting you go.","Battery: 256GB, OS: WiFi 6",130267.69,Gray,True,False,7-day return,"Peterson, Marks and Mcmahon",4.3,https://images.flipkart.com/products/P10292.jpg,"Trending, Lightweight, Wireless, Best Seller"
P10293,OnePlus OnePlus 11,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11 - Western more beautiful minute great imagine science three type.,"Display: 6.5 inch, Processor: Android 13",48918.38,Green,True,False,30-day return,Davenport-Harris,4.1,https://images.flipkart.com/products/P10293.jpg,"Smart, Eco-Friendly, Fast Charging, Premium"
P10294,"Sony Bravia X74K 55""",Sony,Electronics,TV,"Sony Bravia X74K 55"" - Sit walk suggest black air computer place back team spring.","Battery: 48MP, Connectivity: Android 13",288638.27,Blue,False,False,7-day return,Ryan Inc,4.3,https://images.flipkart.com/products/P10294.jpg,"Fast Charging, Wireless, Smart, Trending"
P10295,Mamaearth Rice Face Wash,Mamaearth,Beauty,Skincare,Mamaearth Rice Face Wash - Effort garden Republican character.,"Battery: 6.5 inch, Connectivity: Snapdragon",7756.34,Gray,True,False,10-day return,"Christensen, Ford and Horton",3.7,https://images.flipkart.com/products/P10295.jpg,"Lightweight, 4K"
P10296,"Samsung Crystal 4K 55""",Samsung,Electronics,TV,"Samsung Crystal 4K 55"" - Choose quickly though every month seat shoulder lose ready total.","Storage: 5000mAh, Connectivity: Snapdragon",257645.5,Rose Gold,False,True,15-day return,Smith-Brown,4.5,https://images.flipkart.com/products/P10296.jpg,"Wireless, HD, Trending"
P10297,Nivea Sun Protect Cream,Nivea,Beauty,Skincare,Nivea Sun Protect Cream - Should instead old suddenly down sure man by player reason.,"Display: 128GB, Processor: WiFi 6",16455.73,White,False,True,10-day return,Mendez Group,4.0,https://images.flipkart.com/products/P10297.jpg,"Waterproof, Lightweight, Durable"
P10298,Noise Two Wireless,Noise,Electronics,Headphones,Noise Two Wireless - Remember class heavy sport myself southern music such style.,"Camera: 8GB, Connectivity: 5G",18860.18,Gray,False,True,7-day return,Green Ltd,4.0,https://images.flipkart.com/products/P10298.jpg,"Trending, New Launch"
P10299,Uniqlo Ultra Stretch Jeans,Uniqlo,Fashion,Clothing,Uniqlo Ultra Stretch Jeans - Rise land still age skin structure skill student.,"Display: 8GB, Connectivity: WiFi 6",5307.66,Gold,False,False,15-day return,"Barnett, Brown and Robinson",4.7,https://images.flipkart.com/products/P10299.jpg,"Premium, Wireless, Fast Charging"
P10300,L'Oreal Paris Lipstick,L'Oreal,Beauty,Cosmetics,L'Oreal Paris Lipstick - Soldier class vote total image discover person relate.,"Display: 48MP, Processor: 5G",5071.51,White,True,True,7-day return,"Beard, Phillips and Wood",4.7,https://images.flipkart.com/products/P10300.jpg,"Stylish, Best Seller, Lightweight, HD"
P10301,OnePlus OnePlus 11R,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11R - Might range structure song house chance central certain south.,"Camera: 6.5 inch, OS: WiFi 6",48310.26,Gray,False,True,15-day return,Bradley-Roberts,3.7,https://images.flipkart.com/products/P10301.jpg,"Premium, Wireless, Stylish, Waterproof"
P10302,Prestige Deluxe Alpha,Prestige,Home,Kitchen,Prestige Deluxe Alpha - Think power trip here around.,"Storage: 48MP, Connectivity: WiFi 6",4312.92,Rose Gold,True,False,10-day return,"Williams, Chavez and Palmer",3.8,https://images.flipkart.com/products/P10302.jpg,"Durable, Fast Charging, Trending, Eco-Friendly"
P10303,Puma RS-X,Puma,Fashion,Shoes,Puma RS-X - So they job let walk phone maybe tough rise.,"Storage: 48MP, OS: MediaTek",1411.49,Gray,True,True,10-day return,Jordan-Riley,4.3,https://images.flipkart.com/products/P10303.jpg,"Stylish, Eco-Friendly, Best Seller"
P10304,OnePlus OnePlus 11,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11 - Policy off himself account computer study word.,"Display: 6GB, Connectivity: 5G",40945.48,Green,False,True,30-day return,Moore-Walters,4.5,https://images.flipkart.com/products/P10304.jpg,"Lightweight, Durable, Wireless"
P10305,Hawkins Ventura Cooker,Hawkins,Home,Kitchen,Hawkins Ventura Cooker - Sing store charge window from why seat tax although company.,"Battery: 8GB, Connectivity: iOS 17",8951.87,Gray,False,False,7-day return,Mcdonald PLC,4.3,https://images.flipkart.com/products/P10305.jpg,"Eco-Friendly, Fast Charging"
P10306,"Sony Bravia X74K 55""",Sony,Electronics,TV,"Sony Bravia X74K 55"" - Tax behind hear organization be chance pretty.","Camera: 5000mAh, OS: MediaTek",57818.52,Blue,False,True,10-day return,Smith-Allen,4.1,https://images.flipkart.com/products/P10306.jpg,"Trending, Wireless, Eco-Friendly"
P10307,IKEA HEMNES Bookcase,IKEA,Home,Furniture,IKEA HEMNES Bookcase - Yard home third history practice better deep marriage sound.,"Storage: 6.5 inch, Processor: WiFi 6",20867.45,Black,True,True,10-day return,Fischer-Martinez,4.4,https://images.flipkart.com/products/P10307.jpg,"Fast Charging, Durable"
P10308,Prestige Deluxe Alpha,Prestige,Home,Kitchen,Prestige Deluxe Alpha - Young story our item myself sometimes room per what election.,"Camera: 8GB, Processor: MediaTek",6604.84,Blue,False,True,15-day return,"Rivera, Henderson and Faulkner",4.9,https://images.flipkart.com/products/P10308.jpg,"Eco-Friendly, Lightweight"
P10309,IKEA HEMNES Bookcase,IKEA,Home,Furniture,IKEA HEMNES Bookcase - Stock four miss carry walk.,"Storage: 8GB, OS: 5G",3739.26,Purple,True,False,10-day return,"Dougherty, Austin and Davis",4.6,https://images.flipkart.com/products/P10309.jpg,"Eco-Friendly, Lightweight, Best Seller"
P10310,Vivo Y27,Vivo,Electronics,Smartphone,Vivo Y27 - Wrong up prove most win reach serious indicate history network.,"Battery: 256GB, Processor: Snapdragon",8861.26,Rose Gold,False,True,7-day return,"Torres, Gray and Maynard",3.8,https://images.flipkart.com/products/P10310.jpg,"Lightweight, Smart, Premium, Trending"
P10311,Dell XPS 13,Dell,Electronics,Laptop,Dell XPS 13 - Become special form under your dark.,"Battery: 5000mAh, Processor: 5G",121678.62,Black,False,False,15-day return,Moore Inc,4.8,https://images.flipkart.com/products/P10311.jpg,"Premium, Stylish, HD, Eco-Friendly"
P10312,Bata Power,Bata,Fashion,Shoes,Bata Power - Free meet happy nearly wall investment these begin performance.,"Camera: 48MP, Connectivity: WiFi 6",8853.75,Silver,True,False,30-day return,Anthony LLC,4.6,https://images.flipkart.com/products/P10312.jpg,"4K, Lightweight"
P10313,Pigeon Special Cooker,Pigeon,Home,Kitchen,Pigeon Special Cooker - Current me despite receive central bar lay many many.,"Display: 8GB, Processor: WiFi 6",18642.41,Black,True,True,30-day return,Shannon-Walters,4.5,https://images.flipkart.com/products/P10313.jpg,"Best Seller, Waterproof, Stylish, New Launch"
P10314,Realme Narzo 60,Realme,Electronics,Smartphone,Realme Narzo 60 - Remain sport few stop hand throughout onto begin cost discussion role.,"Battery: 5000mAh, Connectivity: Android 13",21587.75,Rose Gold,False,False,15-day return,Lewis-Bowman,5.0,https://images.flipkart.com/products/P10314.jpg,"Best Seller, HD, Stylish"
P10315,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Option magazine purpose whole child each.,"Battery: 8GB, OS: 5G",13961.8,Green,False,False,30-day return,Castro Group,4.6,https://images.flipkart.com/products/P10315.jpg,"Wireless, Trending, HD, Eco-Friendly"
P10316,Asus VivoBook 15,Asus,Electronics,Laptop,Asus VivoBook 15 - Know identify fight lay for.,"Storage: 6.5 inch, OS: Android 13",166145.13,Purple,True,True,30-day return,Escobar PLC,4.9,https://images.flipkart.com/products/P10316.jpg,"Best Seller, Wireless"
P10317,Lenovo Yoga 7i,Lenovo,Electronics,Laptop,Lenovo Yoga 7i - Best will truth respond begin serious prevent.,"Camera: 256GB, Processor: Snapdragon",74725.64,Gray,True,True,30-day return,Martin-Lee,4.9,https://images.flipkart.com/products/P10317.jpg,"Lightweight, Durable, Premium"
P10318,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Service whole standard game.,"Storage: 5000mAh, OS: iOS 17",1524.81,Rose Gold,False,True,7-day return,Horn and Sons,4.7,https://images.flipkart.com/products/P10318.jpg,"Premium, Trending, HD, Lightweight"
P10319,Asus VivoBook 15,Asus,Electronics,Laptop,Asus VivoBook 15 - Son size edge week hotel her.,"Display: 8GB, Connectivity: Snapdragon",195859.8,White,False,False,15-day return,Dixon-Schmitt,4.5,https://images.flipkart.com/products/P10319.jpg,"Lightweight, HD, Premium"
P10320,Samsung Galaxy F54,Samsung,Electronics,Smartphone,Samsung Galaxy F54 - Chance itself benefit identify minute.,"RAM: 6GB, Connectivity: Android 13",115767.34,Rose Gold,False,False,15-day return,"Roy, Williams and Allen",3.8,https://images.flipkart.com/products/P10320.jpg,"Eco-Friendly, Stylish"
P10321,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Local form him difficult son.,"Display: 8GB, OS: 5G",2840.33,White,False,False,7-day return,Cruz Ltd,4.7,https://images.flipkart.com/products/P10321.jpg,"Premium, Best Seller, Lightweight"
P10322,Sony WF-C700N,Sony,Electronics,Headphones,Sony WF-C700N - Once their begin not make.,"Battery: 6.5 inch, OS: MediaTek",38116.19,Gold,False,True,30-day return,"Reed, Keller and Lynch",3.7,https://images.flipkart.com/products/P10322.jpg,"Stylish, Durable"
P10323,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Identify age animal huge teach.,"Storage: 48MP, OS: iOS 17",287302.02,Rose Gold,True,False,10-day return,Lawrence-Bradley,3.9,https://images.flipkart.com/products/P10323.jpg,"Durable, Trending, Waterproof"
P10324,Vivo Y100,Vivo,Electronics,Smartphone,Vivo Y100 - Million that practice believe instead.,"Storage: 256GB, OS: Android 13",19365.44,Purple,False,True,10-day return,Dunn LLC,4.2,https://images.flipkart.com/products/P10324.jpg,"HD, Trending"
P10325,"MI A Series 43""",MI,Electronics,TV,"MI A Series 43"" - Edge bank condition ago tough near everybody.","Storage: 8GB, Processor: MediaTek",253355.39,Gray,True,True,7-day return,"White, Ross and Brown",4.9,https://images.flipkart.com/products/P10325.jpg,"Durable, Eco-Friendly, Lightweight, Smart"
P10326,Pigeon Favourite Cooker,Pigeon,Home,Kitchen,Pigeon Favourite Cooker - Theory president stock street professional always my.,"Battery: 128GB, Connectivity: Android 13",12410.04,Purple,False,False,10-day return,Lewis-Garcia,5.0,https://images.flipkart.com/products/P10326.jpg,"4K, Stylish, HD, Lightweight"
P10327,HP Pavilion x360,HP,Electronics,Laptop,HP Pavilion x360 - Generation knowledge measure risk conference continue story enjoy.,"Camera: 48MP, OS: iOS 17",189741.25,Black,False,False,10-day return,Peters Group,4.2,https://images.flipkart.com/products/P10327.jpg,"Trending, Premium"
P10328,Allen Solly Chinos,Allen Solly,Fashion,Clothing,Allen Solly Chinos - Loss likely assume record new.,"RAM: 6GB, Connectivity: MediaTek",6001.71,White,False,False,15-day return,"Tucker, White and Tate",3.8,https://images.flipkart.com/products/P10328.jpg,"HD, 4K, Eco-Friendly"
P10329,Adidas Superstar,Adidas,Fashion,Shoes,Adidas Superstar - Hair operation different member strategy always business.,"Storage: 256GB, OS: MediaTek",6576.85,Gray,False,False,15-day return,Avila-Johnson,4.2,https://images.flipkart.com/products/P10329.jpg,"Fast Charging, Lightweight, Durable, HD"
P10330,Realme 10 Pro,Realme,Electronics,Smartphone,Realme 10 Pro - Your over east name music she political factor nation sell.,"Storage: 6.5 inch, OS: iOS 17",18195.29,Blue,False,True,10-day return,"Hogan, Sandoval and Simmons",4.1,https://images.flipkart.com/products/P10330.jpg,"New Launch, Durable"
P10331,Hawkins Miss Mary Cooker,Hawkins,Home,Kitchen,Hawkins Miss Mary Cooker - Them require yard scientist teach white animal.,"Display: 48MP, OS: Android 13",6424.16,Purple,True,False,7-day return,"Adams, Knox and Stevens",4.5,https://images.flipkart.com/products/P10331.jpg,"HD, 4K"
P10332,IKEA LACK Side Table,IKEA,Home,Furniture,IKEA LACK Side Table - Job require morning before late the class attorney game again.,"Battery: 5000mAh, OS: Android 13",9151.86,Rose Gold,False,False,7-day return,Mayo LLC,4.1,https://images.flipkart.com/products/P10332.jpg,"New Launch, Durable, Lightweight"
P10333,"Samsung QLED 65""",Samsung,Electronics,TV,"Samsung QLED 65"" - Treatment seat likely off lay now.","Display: 128GB, OS: WiFi 6",160476.69,Gold,True,False,15-day return,"Rice, Sanchez and Patel",4.2,https://images.flipkart.com/products/P10333.jpg,"New Launch, Fast Charging"
P10334,Adidas Gazelle,Adidas,Fashion,Shoes,Adidas Gazelle - Baby born foot school wind condition.,"Camera: 6.5 inch, OS: Snapdragon",1647.12,Gray,True,False,15-day return,"Griffin, Hernandez and Pierce",4.5,https://images.flipkart.com/products/P10334.jpg,"4K, Lightweight, Durable, Stylish"
P10335,JBL Quantum 100,JBL,Electronics,Headphones,JBL Quantum 100 - Billion second arm article relate significant identify history.,"Display: 5000mAh, Connectivity: 5G",48310.78,Silver,True,True,7-day return,"Meyers, Blankenship and Evans",3.7,https://images.flipkart.com/products/P10335.jpg,"Durable, 4K"
P10336,Oppo A78,Oppo,Electronics,Smartphone,Oppo A78 - Option quite culture husband science tough ahead.,"Storage: 256GB, Processor: Snapdragon",11317.2,Gold,True,True,30-day return,Terrell and Sons,4.3,https://images.flipkart.com/products/P10336.jpg,"Wireless, 4K"
P10337,Lenovo ThinkPad E14,Lenovo,Electronics,Laptop,Lenovo ThinkPad E14 - Strategy space her time night.,"Battery: 128GB, Processor: MediaTek",155390.85,Gold,True,True,10-day return,"Keith, Olson and Wilson",3.5,https://images.flipkart.com/products/P10337.jpg,"Waterproof, New Launch, Eco-Friendly, Trending"
P10338,Pigeon Special Cooker,Pigeon,Home,Kitchen,Pigeon Special Cooker - In product work contain.,"Camera: 256GB, Processor: WiFi 6",13574.33,Purple,False,False,15-day return,"Carrillo, Taylor and Neal",4.9,https://images.flipkart.com/products/P10338.jpg,"Premium, HD, Wireless"
P10339,Levi's 501 Original,Levi's,Fashion,Clothing,Levi's 501 Original - Contain food executive wear result discussion this key save.,"Display: 256GB, OS: MediaTek",4901.81,Black,True,False,15-day return,"Banks, Berger and Heath",4.2,https://images.flipkart.com/products/P10339.jpg,"Trending, Eco-Friendly"
P10340,IKEA POÄNG Armchair,IKEA,Home,Furniture,IKEA POÄNG Armchair - System sing boy couple fire its.,"RAM: 48MP, OS: Android 13",15005.69,Black,False,True,30-day return,Rodriguez Group,4.8,https://images.flipkart.com/products/P10340.jpg,"Stylish, HD, Fast Charging"
P10341,Bata Marie Claire,Bata,Fashion,Shoes,Bata Marie Claire - Know owner partner beyond exactly scientist responsibility along music fish.,"Storage: 128GB, Processor: iOS 17",9567.18,Rose Gold,False,False,15-day return,Scott-Cook,4.1,https://images.flipkart.com/products/P10341.jpg,"Fast Charging, New Launch"
P10342,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Low particular drop pick degree pressure my lot little include.,"Battery: 6.5 inch, OS: Android 13",35323.16,Gold,True,False,7-day return,"Olson, Reyes and Patel",3.7,https://images.flipkart.com/products/P10342.jpg,"Smart, Fast Charging, Wireless, 4K"
P10343,JBL Wave 300TWS,JBL,Electronics,Headphones,JBL Wave 300TWS - Right certainly soldier yes realize pattern meet cell mission treat.,"Battery: 5000mAh, Processor: MediaTek",5419.65,Black,False,True,15-day return,Myers-Cohen,4.1,https://images.flipkart.com/products/P10343.jpg,"Waterproof, Eco-Friendly, Trending"
P10344,OnePlus OnePlus 11R,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11R - Next tonight American drop.,"RAM: 48MP, Processor: Snapdragon",21858.19,Silver,True,False,10-day return,Scott-Sandoval,3.8,https://images.flipkart.com/products/P10344.jpg,"New Launch, Stylish, Smart"
P10345,Dell Inspiron 15,Dell,Electronics,Laptop,Dell Inspiron 15 - American another center former benefit.,"Battery: 48MP, OS: MediaTek",155395.23,Black,True,False,7-day return,Hoffman-Bauer,4.3,https://images.flipkart.com/products/P10345.jpg,"Eco-Friendly, Stylish"
P10346,Noise Buds VS104,Noise,Electronics,Headphones,Noise Buds VS104 - Keep I culture general project tonight believe tree pattern low economy.,"Storage: 5000mAh, Connectivity: Snapdragon",37491.5,Rose Gold,True,False,30-day return,"Clark, Murray and Cherry",4.5,https://images.flipkart.com/products/P10346.jpg,"Waterproof, Smart"
P10347,"LG OLED C3 55""",LG,Electronics,TV,"LG OLED C3 55"" - Bill adult large detail statement stand source author position.","Storage: 5000mAh, OS: Android 13",19294.3,Green,True,False,10-day return,Obrien-Perez,3.5,https://images.flipkart.com/products/P10347.jpg,"Lightweight, Best Seller"
P10348,IKEA MALM Bed Frame,IKEA,Home,Furniture,IKEA MALM Bed Frame - Name respond his to team reveal might individual.,"Display: 48MP, Processor: MediaTek",4110.92,White,False,True,7-day return,Russell Ltd,4.0,https://images.flipkart.com/products/P10348.jpg,"Trending, Premium"
P10349,Realme Narzo 60,Realme,Electronics,Smartphone,Realme Narzo 60 - Purpose significant create middle hand eight check still prove system.,"Battery: 8GB, OS: 5G",49005.21,Gray,False,True,7-day return,Odom-Howard,4.5,https://images.flipkart.com/products/P10349.jpg,"Trending, Fast Charging, 4K"
P10350,OnePlus OnePlus Nord CE 3,OnePlus,Electronics,Smartphone,OnePlus OnePlus Nord CE 3 - Carry simple likely process once wall vote information help.,"Battery: 6.5 inch, OS: 5G",44245.96,Red,True,False,15-day return,Jones-Griffin,4.6,https://images.flipkart.com/products/P10350.jpg,"New Launch, Lightweight, Premium"
P10351,Asus VivoBook 15,Asus,Electronics,Laptop,Asus VivoBook 15 - Large writer similar culture pressure town remain very agree.,"Camera: 8GB, OS: Android 13",169301.15,Rose Gold,False,False,7-day return,Thomas-Dunn,4.7,https://images.flipkart.com/products/P10351.jpg,"Stylish, Trending, Fast Charging, Smart"
