product_id,location,delivery_estimate,current_price,stock_status,offer_strength,rating,review_count
P11212,Ahmedabad,6 days,3797.27,In Stock,No Offer,4.2,28593
P11213,Lucknow,7 days,114314.97,In Stock,20% OFF,4.6,48090
P11214,Jaipur,4 days,70603.06,In Stock,10% OFF,3.1,11043
P11215,Pune,5 days,23762.38,Low Stock,15% OFF,4.6,34402
P11216,Chennai,6 days,71673.85,Low Stock,15% OFF,4.8,23431
P11217,Lucknow,4 days,25966.16,In Stock,25% OFF,3.9,26495
P11218,Ahmedabad,7 days,34061.93,In Stock,20% OFF,4.1,23568
P11219,Pune,3 days,1072.74,Low Stock,15% OFF,4.8,17255
P11220,Lucknow,5 days,65407.93,Low Stock,40% OFF,3.5,3713
P11221,Delhi,2 days,23342.98,Low Stock,50% OFF,4.1,15533
P11222,Pune,6 days,8776.2,Out of Stock,10% OFF,3.7,33517
P11223,Jaipur,5 days,48830.82,In Stock,10% OFF,3.5,32976
P11224,Delhi,5 days,6225.33,In Stock,15% OFF,3.6,23834
P11225,Pune,5 days,131828.55,In Stock,25% OFF,3.7,26956
P11226,Kolkata,1 days,19506.89,Low Stock,No Offer,4.6,42984
P11227,Kolkata,7 days,99474.1,In Stock,No Offer,3.1,29943
P11228,Hyderabad,7 days,187940.26,In Stock,10% OFF,5.0,36939
P11229,Mumbai,6 days,3099.64,In Stock,25% OFF,3.7,2789
P11230,Pune,5 days,169494.75,In Stock,No Offer,4.3,635
P11231,Jaipur,4 days,44493.33,In Stock,20% OFF,4.3,39019
P11232,Kolkata,2 days,2279.72,Out of Stock,5% OFF,4.1,5409
P11233,Chennai,5 days,131627.62,Low Stock,30% OFF,4.2,12650
P11234,Hyderabad,3 days,12042.52,In Stock,5% OFF,4.2,48330
P11235,Jaipur,2 days,11384.34,In Stock,5% OFF,3.9,28996
P11236,Chennai,6 days,3421.09,In Stock,10% OFF,3.1,5729
P11237,Pune,4 days,8953.25,In Stock,30% OFF,3.9,2837
P11238,Chennai,6 days,32714.79,Low Stock,15% OFF,4.2,27497
P11239,Chennai,4 days,32912.91,Low Stock,No Offer,4.9,32599
P11240,Mumbai,1 days,12068.56,In Stock,15% OFF,4.1,607
P11241,Mumbai,4 days,26232.65,Low Stock,No Offer,4.4,12129
P11242,Jaipur,5 days,14765.71,In Stock,No Offer,3.8,35134
P11243,Bangalore,6 days,119773.18,In Stock,40% OFF,4.2,20177
P11244,Chennai,6 days,41519.34,In Stock,5% OFF,3.8,46139
P11245,Ahmedabad,1 days,21465.54,In Stock,5% OFF,3.5,2183
P11246,Bangalore,2 days,21288.79,In Stock,No Offer,4.7,9264
P11247,Mumbai,2 days,5186.48,In Stock,10% OFF,4.7,8534
P11248,Lucknow,3 days,169759.13,In Stock,10% OFF,4.7,22521
P11249,Ahmedabad,1 days,121310.01,In Stock,20% OFF,4.0,13250
P11250,Delhi,4 days,1821.74,In Stock,30% OFF,4.0,20373
P11251,Lucknow,4 days,5270.17,In Stock,15% OFF,3.6,21338
P11252,Ahmedabad,5 days,11462.52,In Stock,10% OFF,4.3,17642
P11253,Delhi,7 days,9701.59,In Stock,5% OFF,4.4,27608
P11254,Pune,5 days,252888.38,In Stock,20% OFF,4.3,41716
P11255,Kolkata,7 days,76586.84,In Stock,30% OFF,3.2,23987
P11256,Mumbai,6 days,86315.77,In Stock,No Offer,4.7,909
P11257,Ahmedabad,1 days,3570.87,In Stock,30% OFF,3.4,14894
P11258,Delhi,1 days,6430.61,In Stock,20% OFF,4.1,27579
P11259,Ahmedabad,5 days,28395.81,In Stock,10% OFF,4.2,21583
P11260,Kolkata,1 days,9326.95,Low Stock,5% OFF,4.3,40664
P11261,Bangalore,2 days,10854.13,Low Stock,5% OFF,3.5,49276
P11262,Pune,1 days,33343.48,In Stock,25% OFF,3.3,46399
P11263,Chennai,5 days,22524.61,In Stock,50% OFF,4.3,18370
P11264,Bangalore,6 days,245850.23,In Stock,10% OFF,3.6,39740
P11265,Lucknow,7 days,4417.55,Out of Stock,15% OFF,3.7,20093
P11266,Hyderabad,6 days,11655.88,In Stock,15% OFF,5.0,33073
P11267,Jaipur,4 days,33416.79,Low Stock,5% OFF,4.6,7435
P11268,Chennai,5 days,170307.23,Low Stock,50% OFF,4.2,15981
P11269,Jaipur,1 days,10496.58,Out of Stock,5% OFF,3.8,39149
P11270,Ahmedabad,2 days,3236.23,In Stock,5% OFF,3.5,40570
P11271,Bangalore,3 days,6129.05,In Stock,15% OFF,3.4,35820
P11272,Jaipur,3 days,74932.83,Low Stock,15% OFF,3.2,2189
P11273,Jaipur,4 days,26509.92,In Stock,10% OFF,3.6,13930
P11274,Jaipur,2 days,11990.31,Low Stock,10% OFF,3.9,38047
P11275,Mumbai,1 days,4845.84,Low Stock,No Offer,4.1,4490
P11276,Lucknow,2 days,10949.9,Low Stock,5% OFF,3.9,10351
P11277,Chennai,6 days,10777.01,In Stock,10% OFF,4.5,14207
P11278,Bangalore,2 days,228420.88,In Stock,20% OFF,3.5,24581
P11279,Jaipur,5 days,30784.57,In Stock,25% OFF,4.3,38509
P11280,Ahmedabad,3 days,146563.01,In Stock,10% OFF,4.0,34609
P11281,Mumbai,4 days,38457.36,In Stock,5% OFF,4.1,24053
P11282,Delhi,1 days,11329.28,Low Stock,20% OFF,3.4,30314
P11283,Mumbai,6 days,15783.04,In Stock,No Offer,4.8,42836
P11284,Ahmedabad,1 days,1868.81,In Stock,No Offer,4.3,43189
P11285,Chennai,6 days,36409.63,In Stock,20% OFF,3.8,8445
P11286,Hyderabad,5 days,164400.13,In Stock,20% OFF,4.6,33071
P11287,Lucknow,1 days,135406.24,In Stock,20% OFF,3.1,9666
P11288,Bangalore,6 days,69030.21,Low Stock,No Offer,3.7,35675
P11289,Bangalore,7 days,8013.85,Low Stock,10% OFF,3.2,48193
P11290,Jaipur,1 days,15548.53,In Stock,50% OFF,3.2,33692
P11291,Hyderabad,1 days,125196.73,In Stock,10% OFF,3.3,35476
P11292,Chennai,4 days,8231.51,Out of Stock,10% OFF,4.1,33119
P11293,Hyderabad,5 days,11534.52,In Stock,No Offer,3.5,29615
P11294,Jaipur,1 days,35783.83,In Stock,40% OFF,3.4,46360
P11295,Kolkata,4 days,16257.11,In Stock,5% OFF,3.7,33422
P11296,Chennai,7 days,7855.1,Low Stock,5% OFF,4.0,32061
P11297,Kolkata,7 days,5750.44,In Stock,5% OFF,4.7,3422
P11298,Jaipur,7 days,36009.37,In Stock,20% OFF,3.0,2690
P11299,Hyderabad,6 days,5592.4,In Stock,15% OFF,3.1,29610
P11300,Kolkata,6 days,12152.91,In Stock,15% OFF,4.6,11307
P11301,Kolkata,7 days,18894.65,In Stock,25% OFF,3.9,30914
P11302,Bangalore,1 days,147107.97,Low Stock,10% OFF,4.1,8909
P11303,Pune,1 days,14647.22,Out of Stock,No Offer,3.1,14266
P11304,Bangalore,5 days,1156.33,Low Stock,15% OFF,4.6,13655
P11305,Chennai,5 days,29794.54,In Stock,30% OFF,4.7,18358
P11306,Mumbai,2 days,11299.77,Low Stock,25% OFF,3.8,45014
P11307,Pune,7 days,13764.22,In Stock,15% OFF,3.9,29295
P11308,Ahmedabad,2 days,1458.27,In Stock,5% OFF,4.8,2463
P11309,Hyderabad,6 days,10026.42,Low Stock,No Offer,4.1,10221
P11310,Delhi,5 days,6642.89,In Stock,10% OFF,4.0,7662
P11311,Bangalore,6 days,268519.32,In Stock,No Offer,3.0,17620
P11312,Kolkata,1 days,11417.43,Out of Stock,5% OFF,3.8,9188
P11313,Pune,5 days,51690.51,In Stock,10% OFF,4.8,18402
P11314,Ahmedabad,4 days,7796.89,In Stock,No Offer,3.7,23777
P11315,Jaipur,3 days,1997.23,In Stock,5% OFF,3.3,18141
P11316,Delhi,1 days,115197.23,In Stock,5% OFF,3.7,49206
P11317,Mumbai,5 days,7910.65,In Stock,10% OFF,3.9,24494
P11318,Kolkata,7 days,4579.7,In Stock,No Offer,3.5,11202
P11319,Hyderabad,2 days,28713.76,Out of Stock,10% OFF,4.1,42875
P11320,Chennai,2 days,3964.19,Out of Stock,No Offer,4.3,45974
P11321,Jaipur,3 days,33256.75,In Stock,25% OFF,3.8,41705
P11322,Jaipur,2 days,3148.53,In Stock,10% OFF,3.3,6540
P11323,Ahmedabad,7 days,32707.23,Low Stock,40% OFF,3.1,39263
P11324,Pune,1 days,75116.67,Low Stock,20% OFF,4.0,27701
P11325,Kolkata,6 days,46474.29,Low Stock,15% OFF,4.3,15972
P11326,Kolkata,1 days,11361.88,Low Stock,30% OFF,4.7,36019
P11327,Delhi,5 days,14482.19,In Stock,10% OFF,4.3,10370
P11328,Kolkata,5 days,13013.32,In Stock,15% OFF,3.5,46369
P11329,Hyderabad,1 days,12406.05,Low Stock,10% OFF,4.3,38281
P11330,Mumbai,4 days,110905.14,In Stock,15% OFF,4.0,35445
P11331,Ahmedabad,5 days,2232.68,In Stock,10% OFF,4.5,8410
P11332,Pune,1 days,75599.49,Low Stock,25% OFF,3.2,23962
P11333,Delhi,2 days,51922.25,In Stock,30% OFF,3.2,48308
P11334,Lucknow,5 days,14002.32,In Stock,No Offer,3.7,29906
P11335,Jaipur,5 days,87885.95,In Stock,No Offer,4.8,14697
P11336,Pune,1 days,97958.33,In Stock,10% OFF,3.6,26600
P11337,Lucknow,5 days,4300.62,In Stock,No Offer,3.2,21741
P11338,Delhi,3 days,584.45,In Stock,5% OFF,4.1,29035
P11339,Delhi,1 days,39660.96,In Stock,25% OFF,4.3,6453
P11340,Mumbai,3 days,46882.14,Out of Stock,20% OFF,4.1,4768
P11341,Kolkata,1 days,4631.5,In Stock,15% OFF,3.5,46029
P11342,Bangalore,4 days,14251.33,Low Stock,10% OFF,4.0,28946
P11343,Bangalore,3 days,391.75,In Stock,5% OFF,4.6,25483
P11344,Ahmedabad,3 days,32078.29,In Stock,30% OFF,3.9,49239
P11345,Hyderabad,6 days,102194.7,In Stock,5% OFF,4.7,49564
P11346,Jaipur,3 days,2147.83,In Stock,25% OFF,3.9,25672
P11347,Delhi,2 days,18802.91,In Stock,30% OFF,4.3,1141
P11348,Ahmedabad,7 days,12489.95,In Stock,15% OFF,4.8,11082
P11349,Ahmedabad,4 days,45998.57,In Stock,20% OFF,4.4,23098
P11350,Bangalore,7 days,15458.79,In Stock,25% OFF,5.0,32678
P11351,Chennai,7 days,43026.84,In Stock,15% OFF,4.8,21268
P11352,Mumbai,6 days,91848.23,In Stock,10% OFF,3.6,28250
P11353,Jaipur,5 days,107312.84,In Stock,10% OFF,3.4,33698
P11354,Pune,5 days,91940.37,Low Stock,40% OFF,3.9,7349
P11355,Kolkata,5 days,3348.91,In Stock,20% OFF,3.6,16965
P11356,Jaipur,2 days,3345.41,Low Stock,25% OFF,3.2,17237
P11357,Ahmedabad,5 days,544.38,In Stock,30% OFF,4.5,10431
P11358,Pune,3 days,10537.8,In Stock,5% OFF,3.2,39417
P11359,Ahmedabad,6 days,20634.53,Out of Stock,No Offer,4.6,14220
P11360,Lucknow,1 days,221323.1,In Stock,No Offer,4.6,13127
P11361,Chennai,1 days,1688.99,In Stock,25% OFF,3.6,1181
P11362,Jaipur,1 days,28122.16,Out of Stock,50% OFF,3.8,856
P11363,Jaipur,2 days,6406.13,In Stock,25% OFF,4.0,8352
P11364,Bangalore,6 days,162134.54,In Stock,5% OFF,3.1,37879
P11365,Kolkata,3 days,7574.55,In Stock,25% OFF,4.8,11679
P11366,Delhi,6 days,19443.25,In Stock,10% OFF,4.4,10343
P11367,Hyderabad,7 days,3840.35,Out of Stock,40% OFF,3.7,32190
P11368,Ahmedabad,3 days,2420.83,In Stock,10% OFF,3.8,39902
P11369,Chennai,5 days,27765.29,In Stock,20% OFF,3.8,34502
P11370,Hyderabad,5 days,6534.31,Low Stock,10% OFF,4.6,33763
P11371,Jaipur,1 days,47434.33,Low Stock,5% OFF,3.9,31192
P11372,Pune,1 days,12156.38,In Stock,No Offer,3.1,24121
P11373,Ahmedabad,5 days,727.1,Low Stock,10% OFF,4.1,44995
P11374,Jaipur,6 days,4605.39,Out of Stock,30% OFF,3.9,42199
P11375,Hyderabad,6 days,64645.17,In Stock,No Offer,4.5,35793
P11376,Ahmedabad,6 days,105397.34,In Stock,15% OFF,4.7,21406
P11377,Pune,2 days,43964.42,Low Stock,25% OFF,3.0,13700
P11378,Lucknow,4 days,14748.87,In Stock,5% OFF,3.3,30744
P11379,Jaipur,1 days,210812.74,Low Stock,No Offer,4.7,38891
P11380,Delhi,3 days,116994.54,In Stock,10% OFF,3.2,6250
P11381,Kolkata,2 days,41407.66,In Stock,15% OFF,4.4,48257
P11382,Pune,1 days,30142.37,In Stock,15% OFF,4.5,39630
P11383,Mumbai,3 days,2841.62,In Stock,25% OFF,3.9,15727
P11384,Bangalore,4 days,38066.57,In Stock,10% OFF,3.1,13376
P11385,Lucknow,7 days,177222.06,Out of Stock,10% OFF,4.1,48000
P11386,Ahmedabad,2 days,1142.66,Low Stock,No Offer,4.2,13326
P11387,Delhi,2 days,9482.75,In Stock,5% OFF,3.4,38443
P11388,Mumbai,7 days,23478.76,In Stock,No Offer,3.4,22209
P11389,Ahmedabad,6 days,13465.87,In Stock,15% OFF,4.7,17976
P11390,Lucknow,2 days,14972.14,In Stock,25% OFF,4.2,17251
P11391,Chennai,3 days,20425.81,In Stock,10% OFF,5.0,11575
P11392,Ahmedabad,2 days,147790.06,In Stock,10% OFF,3.4,27474
P11393,Mumbai,7 days,12402.7,In Stock,20% OFF,4.6,38555
P11394,Ahmedabad,2 days,36331.05,In Stock,25% OFF,4.5,9156
P11395,Mumbai,1 days,42733.89,In Stock,15% OFF,4.6,35237
P11396,Jaipur,3 days,15673.95,Low Stock,15% OFF,3.1,18576
P11397,Jaipur,4 days,65265.27,Low Stock,10% OFF,3.0,26689
P11398,Lucknow,4 days,175844.29,In Stock,20% OFF,3.5,35010
P11399,Mumbai,2 days,1106.77,Low Stock,50% OFF,4.2,11995
P11400,Pune,5 days,72033.83,In Stock,No Offer,3.1,25831
P11401,Bangalore,1 days,9485.95,In Stock,5% OFF,4.0,49527
P11402,Ahmedabad,6 days,79803.7,In Stock,15% OFF,4.3,18511
P11403,Mumbai,6 days,90609.57,In Stock,10% OFF,3.9,21995
P11404,Delhi,3 days,2489.85,In Stock,No Offer,4.6,3078
P11405,Pune,7 days,12808.38,In Stock,No Offer,3.7,40918
P11406,Kolkata,7 days,8282.74,In Stock,15% OFF,4.8,32842
P11407,Pune,2 days,10200.6,Low Stock,25% OFF,4.5,40771
P11408,Delhi,2 days,42247.85,In Stock,50% OFF,3.3,40949
P11409,Hyderabad,6 days,43265.46,In Stock,5% OFF,4.0,24683
P11410,Delhi,7 days,101340.28,In Stock,10% OFF,4.2,32620
P11411,Ahmedabad,1 days,8978.43,In Stock,No Offer,4.2,29155
P11412,Mumbai,1 days,13179.2,Low Stock,15% OFF,4.7,35050
P11413,Pune,5 days,80984.44,In Stock,50% OFF,4.4,26966
P11414,Kolkata,2 days,100915.0,In Stock,20% OFF,3.2,21614
P11415,Bangalore,2 days,1777.65,In Stock,15% OFF,4.9,17942
P11416,Chennai,4 days,4364.8,In Stock,10% OFF,4.8,33599
P11417,Ahmedabad,7 days,5048.18,Low Stock,25% OFF,4.3,12591
P11418,Ahmedabad,4 days,101647.23,Out of Stock,No Offer,4.1,27431
P11419,Lucknow,7 days,7452.48,Low Stock,25% OFF,3.6,34886
P11420,Mumbai,1 days,2719.37,Low Stock,10% OFF,3.6,39185
P11421,Bangalore,4 days,9824.34,In Stock,30% OFF,4.9,3903
P11422,Mumbai,5 days,57674.11,In Stock,5% OFF,4.1,25855
P11423,Mumbai,2 days,17842.69,In Stock,No Offer,3.6,7499
P11424,Lucknow,2 days,51987.21,Low Stock,No Offer,3.1,1628
P11425,Ahmedabad,5 days,2939.43,In Stock,30% OFF,4.2,12384
P11426,Pune,6 days,235153.03,In Stock,No Offer,4.0,11409
P11427,Mumbai,2 days,107716.66,In Stock,5% OFF,3.4,3412
P11428,Chennai,5 days,74006.44,In Stock,10% OFF,3.3,9270
P11429,Jaipur,2 days,6550.55,In Stock,No Offer,3.2,19879
P11430,Jaipur,3 days,2876.52,Out of Stock,5% OFF,4.2,33556
P11431,Lucknow,6 days,66782.7,In Stock,20% OFF,3.1,11114
P11432,Mumbai,4 days,2340.23,Low Stock,25% OFF,4.4,38103
P11433,Mumbai,3 days,40977.89,Low Stock,30% OFF,4.9,12219
P11434,Bangalore,7 days,12452.21,In Stock,No Offer,3.9,40733
P11435,Kolkata,6 days,37211.07,In Stock,10% OFF,3.3,48138
P11436,Ahmedabad,6 days,23288.91,In Stock,No Offer,3.6,14788
P11437,Mumbai,2 days,109087.75,Low Stock,25% OFF,3.5,40176
P11438,Mumbai,5 days,28642.92,In Stock,30% OFF,3.6,9344
P11439,Chennai,5 days,2566.3,In Stock,20% OFF,3.5,9548
P11440,Lucknow,5 days,151941.6,In Stock,15% OFF,3.4,29441
P11441,Kolkata,3 days,54284.54,In Stock,5% OFF,4.7,19941
P11442,Bangalore,5 days,28115.97,In Stock,10% OFF,3.5,14238
P11443,Hyderabad,1 days,131276.19,In Stock,15% OFF,4.7,11939
P11444,Ahmedabad,7 days,30241.19,In Stock,20% OFF,3.1,43843
P11445,Bangalore,6 days,11504.13,Out of Stock,5% OFF,4.2,21833
P11446,Kolkata,7 days,6197.53,In Stock,15% OFF,3.3,3889
P11447,Mumbai,2 days,4798.51,In Stock,20% OFF,4.5,40050
P11448,Jaipur,6 days,52179.99,Out of Stock,20% OFF,3.2,45422
P11449,Kolkata,2 days,7812.83,In Stock,No Offer,4.3,39958
P11450,Mumbai,7 days,821.82,Out of Stock,25% OFF,3.3,9014
P11451,Pune,7 days,245.27,In Stock,No Offer,3.9,36502
P11452,Ahmedabad,4 days,37163.27,In Stock,No Offer,4.7,20571
P11453,Jaipur,2 days,10875.99,Low Stock,50% OFF,4.5,15234
P11454,Lucknow,1 days,123251.18,In Stock,No Offer,4.3,14280
P11455,Jaipur,1 days,12371.71,Low Stock,No Offer,3.1,11366
P11456,Ahmedabad,1 days,27828.41,In Stock,5% OFF,4.9,34723
P11457,Pune,3 days,48416.48,In Stock,40% OFF,4.0,10522
P11458,Bangalore,7 days,8411.47,Out of Stock,25% OFF,4.6,25817
P11459,Kolkata,5 days,8450.96,Low Stock,10% OFF,4.4,24024
P11460,Kolkata,1 days,40916.77,In Stock,No Offer,4.9,5849
P11461,Kolkata,2 days,24232.71,In Stock,No Offer,4.5,3360
P11462,Kolkata,2 days,60804.49,Low Stock,30% OFF,3.5,4104
P11463,Hyderabad,3 days,17790.05,In Stock,25% OFF,4.6,26555
P11464,Chennai,3 days,34561.43,In Stock,15% OFF,3.8,3806
P11465,Lucknow,5 days,183422.69,In Stock,No Offer,3.4,1552
P11466,Delhi,3 days,115974.2,In Stock,No Offer,5.0,2605
P11467,Mumbai,4 days,32607.93,In Stock,5% OFF,4.5,30091
P11468,Hyderabad,2 days,109415.17,Low Stock,No Offer,4.9,40370
P11469,Hyderabad,6 days,24010.34,In Stock,5% OFF,3.7,11467
P11470,Delhi,3 days,203624.48,Out of Stock,30% OFF,3.2,36042
P11471,Jaipur,3 days,4695.73,In Stock,No Offer,4.4,41873
P11472,Lucknow,3 days,36575.21,In Stock,5% OFF,4.7,37168
P11473,Lucknow,5 days,10959.02,In Stock,5% OFF,4.4,37925
P11474,Ahmedabad,3 days,23015.05,In Stock,5% OFF,3.3,46924
P11475,Bangalore,7 days,158395.18,Out of Stock,No Offer,4.5,27773
P11476,Bangalore,1 days,14684.53,In Stock,15% OFF,3.4,25815
P11477,Hyderabad,6 days,10451.39,Out of Stock,15% OFF,3.2,43947
P11478,Chennai,5 days,10235.03,Out of Stock,20% OFF,4.2,20025
P11479,Pune,3 days,36690.2,In Stock,No Offer,3.5,41409
P11480,Pune,5 days,66478.11,Out of Stock,40% OFF,3.0,49227
P11481,Pune,6 days,38415.77,In Stock,No Offer,3.3,36286
P11482,Pune,7 days,63019.45,Low Stock,15% OFF,3.6,30929
P11483,Lucknow,4 days,9964.88,In Stock,25% OFF,4.7,34541
P11484,Hyderabad,5 days,84484.55,In Stock,20% OFF,4.9,14300
P11485,Kolkata,6 days,18387.69,Low Stock,20% OFF,4.5,34123
P11486,Chennai,3 days,164148.61,In Stock,10% OFF,4.1,3831
P11487,Kolkata,2 days,10060.88,Low Stock,No Offer,3.7,47441
P11488,Lucknow,2 days,36355.17,Out of Stock,20% OFF,4.6,14472
P11489,Kolkata,1 days,10297.99,Low Stock,No Offer,3.4,13899
P11490,Delhi,6 days,51077.31,In Stock,5% OFF,4.3,22198
P11491,Pune,7 days,8294.66,In Stock,30% OFF,4.2,12151
P11492,Chennai,4 days,135158.79,In Stock,No Offer,4.8,6848
P11493,Pune,6 days,14130.67,Out of Stock,No Offer,3.4,33698
P11494,Chennai,1 days,36344.86,Low Stock,25% OFF,4.8,47852
P11495,Mumbai,1 days,9326.28,In Stock,15% OFF,3.0,7509
P11496,Pune,2 days,13197.78,In Stock,40% OFF,4.3,35763
P11497,Mumbai,7 days,51122.19,Low Stock,10% OFF,4.6,21621
P11498,Jaipur,1 days,7277.53,Low Stock,25% OFF,4.7,49230
P11499,Chennai,2 days,79894.17,In Stock,No Offer,4.4,22722
P11500,Hyderabad,3 days,20214.82,In Stock,No Offer,3.9,3977
P11501,Chennai,7 days,2253.46,In Stock,30% OFF,4.8,38394
P11502,Pune,6 days,210122.58,Low Stock,50% OFF,3.1,12962
P11503,Ahmedabad,1 days,106947.13,In Stock,15% OFF,3.3,46066
P11504,Kolkata,7 days,2698.59,In Stock,40% OFF,3.5,43997
P11505,Kolkata,1 days,691.23,In Stock,20% OFF,4.3,22230
P11506,Chennai,5 days,158683.45,In Stock,15% OFF,3.7,49350
P11507,Delhi,6 days,84636.97,In Stock,25% OFF,3.1,24667
P11508,Hyderabad,6 days,14239.53,Out of Stock,10% OFF,3.8,18272
P11509,Mumbai,2 days,42821.56,In Stock,15% OFF,3.1,16258
P11510,Jaipur,7 days,17372.1,Out of Stock,5% OFF,4.7,2830
P11511,Jaipur,1 days,127081.18,Low Stock,10% OFF,4.2,33611
P11512,Delhi,5 days,117399.6,In Stock,10% OFF,4.7,4370
P11513,Chennai,6 days,9219.91,Low Stock,5% OFF,4.0,35508
P11514,Lucknow,1 days,11555.81,Out of Stock,10% OFF,4.9,7363
P11515,Delhi,1 days,80340.65,In Stock,40% OFF,4.7,40999
P11516,Mumbai,3 days,6440.73,In Stock,No Offer,4.5,48088
P11517,Mumbai,7 days,104065.7,In Stock,25% OFF,3.4,37399
P11518,Bangalore,3 days,57174.32,In Stock,20% OFF,3.7,20406
P11519,Mumbai,6 days,8910.46,In Stock,10% OFF,3.2,7541
P11520,Chennai,1 days,12991.75,In Stock,25% OFF,3.2,44840
P11521,Bangalore,6 days,1168.05,In Stock,10% OFF,3.8,45815
P11522,Delhi,2 days,1673.67,In Stock,20% OFF,4.2,29592
P11523,Kolkata,1 days,103443.18,Low Stock,25% OFF,4.2,47162
P11524,Jaipur,1 days,19150.55,In Stock,10% OFF,3.6,24699
P11525,Hyderabad,4 days,162610.6,In Stock,20% OFF,3.6,3631
P11526,Hyderabad,3 days,13046.67,In Stock,No Offer,3.8,37882
P11527,Ahmedabad,6 days,8371.62,In Stock,5% OFF,3.5,44168
P11528,Hyderabad,7 days,12596.24,In Stock,15% OFF,3.9,5260
P11529,Hyderabad,2 days,5503.52,Low Stock,15% OFF,3.5,17704
P11530,Mumbai,4 days,2400.9,In Stock,20% OFF,3.3,8727
P11531,Chennai,2 days,29161.5,In Stock,No Offer,3.7,6414
P11532,Delhi,4 days,45350.84,In Stock,5% OFF,4.3,5828
P11533,Delhi,3 days,18515.08,Low Stock,10% OFF,4.6,42059
P11534,Pune,2 days,13852.34,Out of Stock,10% OFF,4.5,41636
P11535,Bangalore,3 days,15104.06,In Stock,50% OFF,3.4,31253
P11536,Mumbai,5 days,5015.82,Low Stock,5% OFF,3.7,39364
P11537,Chennai,5 days,78916.74,In Stock,5% OFF,3.0,17431
P11538,Jaipur,1 days,32995.41,Low Stock,15% OFF,3.6,38979
P11539,Pune,1 days,7942.35,In Stock,50% OFF,4.9,42330
P11540,Mumbai,4 days,12719.64,Low Stock,No Offer,4.0,40516
P11541,Kolkata,2 days,77104.3,In Stock,25% OFF,4.8,37055
P11542,Chennai,1 days,1668.19,In Stock,No Offer,3.8,39738
P11543,Pune,2 days,24539.6,Out of Stock,25% OFF,4.6,2449
P11544,Kolkata,7 days,10724.08,Out of Stock,5% OFF,3.3,32672
P11545,Jaipur,6 days,65095.78,Out of Stock,No Offer,4.0,42624
P11546,Lucknow,4 days,8631.26,In Stock,5% OFF,4.6,20218
P11547,Chennai,7 days,23384.82,In Stock,5% OFF,4.5,7870
P11548,Delhi,6 days,134762.12,In Stock,15% OFF,4.1,29730
P11549,Lucknow,1 days,562.51,In Stock,15% OFF,3.9,25824
P11550,Ahmedabad,2 days,6855.75,Low Stock,40% OFF,4.1,19471
P11551,Lucknow,4 days,34468.39,Low Stock,15% OFF,3.2,28011
P11552,Kolkata,5 days,42210.53,In Stock,5% OFF,3.7,3693
P11553,Lucknow,7 days,22476.25,In Stock,25% OFF,4.7,42116
P11554,Lucknow,4 days,2983.89,In Stock,40% OFF,4.8,42277
P11555,Ahmedabad,4 days,3873.75,Low Stock,No Offer,4.8,40915
P11556,Kolkata,2 days,9831.94,Low Stock,20% OFF,4.9,14250
P11557,Hyderabad,7 days,146134.29,In Stock,50% OFF,4.8,38041
P11558,Lucknow,5 days,9199.53,In Stock,5% OFF,4.0,15745
P11559,Hyderabad,1 days,6626.98,Low Stock,10% OFF,4.4,40561
P11560,Jaipur,6 days,30684.03,In Stock,No Offer,3.5,4390
P11561,Hyderabad,1 days,98245.37,In Stock,20% OFF,3.0,31252
P11562,Delhi,5 days,11407.18,In Stock,30% OFF,4.5,23275
P11563,Pune,5 days,2959.44,In Stock,15% OFF,3.4,34445
P11564,Chennai,1 days,143948.31,In Stock,20% OFF,4.5,20499
P11565,Pune,4 days,210821.73,In Stock,10% OFF,4.9,46583
P11566,Lucknow,1 days,8547.27,In Stock,20% OFF,4.0,45726
P11567,Jaipur,1 days,6145.91,In Stock,10% OFF,4.3,36703
P11568,Hyderabad,5 days,55638.19,In Stock,No Offer,3.1,5925
P11569,Pune,4 days,10422.6,In Stock,10% OFF,3.7,19241
P11570,Ahmedabad,7 days,6895.62,In Stock,No Offer,4.3,37947
P11571,Jaipur,5 days,9133.82,In Stock,15% OFF,3.8,17477
P11572,Kolkata,6 days,26116.74,Out of Stock,25% OFF,3.3,43716
P11573,Chennai,6 days,34497.1,In Stock,No Offer,4.3,22908
P11574,Hyderabad,2 days,14175.14,Low Stock,15% OFF,3.6,47392
P11575,Lucknow,4 days,10355.74,Low Stock,20% OFF,3.7,36591
P11576,Chennai,5 days,29592.87,In Stock,15% OFF,3.4,43364
P11577,Hyderabad,7 days,7158.19,In Stock,10% OFF,4.0,36599
P11578,Kolkata,1 days,54557.51,In Stock,5% OFF,3.5,35375
P11579,Delhi,2 days,16817.17,In Stock,No Offer,4.7,24309
P11580,Bangalore,5 days,51063.85,In Stock,20% OFF,3.4,45790
P11581,Pune,5 days,10749.77,In Stock,30% OFF,4.3,9263
P11582,Chennai,4 days,186881.81,In Stock,5% OFF,3.6,3292
P11583,Mumbai,5 days,36959.34,Out of Stock,No Offer,4.7,42505
P11584,Lucknow,6 days,94907.35,In Stock,15% OFF,4.1,41630
P11585,Delhi,3 days,1768.82,Out of Stock,15% OFF,4.3,49432
P11586,Bangalore,5 days,39796.72,Low Stock,20% OFF,3.3,27794
P11587,Pune,7 days,42112.35,In Stock,No Offer,3.5,49527
