session_id,timestamp,query,clicked_product_id,purchased,location,event
S100459,2025-07-02 05:13:06,casual shoes,,False,Ahmedabad,click
S100459,2025-07-02 05:22:06,sneakers belo 20000,P11887,True,Lucknow,click
S100460,2025-07-03 11:43:06,shirt,P14821,False,Mumbai,search
S100460,2025-07-03 11:45:06,gaming headphones,,False,Delhi,view_details
S100460,2025-07-03 11:45:06,oneplus buds,,False,Jaipur,search
S100460,2025-07-03 11:35:06,blue jeans,P14310,False,Hyderabad,search
S100460,2025-07-03 11:51:06,boat aidopes,P11749,False,Jaipur,search
S100460,2025-07-03 11:48:06,tvx under 50000,,True,Delhi,purchase
S100461,2025-07-19 09:39:06,puma rs-x,P11826,True,Delhi,search
S100462,2025-07-01 01:44:06,garmin forerunner,P14651,True,Kolkata,add_to_cart
S100463,2025-06-28 09:11:06,blutooth keyboard,P14768,False,Ahmedabad,wishlist
S100463,2025-06-28 09:00:06,earbuds below 20000,P14673,False,Mumbai,wishlist
S100463,2025-06-28 09:21:06,shos between 10000 and 20000,P14088,False,Chennai,search
S100463,2025-06-28 08:59:06,formal shirt,,True,Lucknow,click
S100464,2025-07-05 15:39:06,shos between 10000 and 20000,,False,Chennai,add_to_cart
S100465,2025-07-25 23:32:06,mi tv,P12598,False,Jaipur,click
S100465,2025-07-25 23:34:06,hp,,False,Chennai,search
S100465,2025-07-25 23:17:06,gaming laptop,P10558,True,Kolkata,search
S100466,2025-07-11 15:46:06,mi tv,P14584,False,Mumbai,search
S100466,2025-07-11 15:46:06,oled tv,P10708,False,Lucknow,search
S100467,2025-07-03 14:05:06,laptop undr 20000,P13082,False,Chennai,wishlist
S100467,2025-07-03 13:54:06,adiads ultraboost,P11214,False,Bangalore,click
S100467,2025-07-03 13:56:06,mobile undr 15000,,False,Delhi,add_to_cart
S100467,2025-07-03 14:01:06,asus rog,P10324,False,Chennai,add_to_cart
S100467,2025-07-03 13:49:06,mobile belo 5000,P10696,False,Chennai,search
S100467,2025-07-03 14:07:06,watch below 5000,,True,Ahmedabad,add_to_cart
S100468,2025-07-15 01:38:06,watch,P14161,False,Kolkata,wishlist
S100468,2025-07-15 01:39:06,pma,P10457,False,Hyderabad,search
S100469,2025-07-20 20:50:06,apple watch,P14681,False,Hyderabad,add_to_cart
S100469,2025-07-20 21:17:06,gamng headphones,P10670,True,Jaipur,add_to_cart
S100470,2025-07-23 14:34:06,headphones above 10000,,False,Pune,click
S100470,2025-07-23 14:28:06,straight fit jeans,P13678,False,Lucknow,search
S100470,2025-07-23 14:44:06,touchscreen laptop,P13763,False,Kolkata,purchase
S100470,2025-07-23 14:46:06,realme watch,P14043,False,Ahmedabad,search
S100470,2025-07-23 14:29:06,keybord,P13151,True,Lucknow,search
S100471,2025-06-29 06:40:06,sports shoes,P12903,False,Mumbai,add_to_cart
S100472,2025-07-19 08:42:06,laptap,,False,Ahmedabad,click
S100472,2025-07-19 08:57:06,leather strap watch,P12509,False,Jaipur,search
S100472,2025-07-19 08:59:06,macbook air,,False,Jaipur,search
S100472,2025-07-19 09:01:06,xiaomi,P11432,False,Chennai,purchase
S100472,2025-07-19 08:47:06,oneplus nord,P13260,False,Ahmedabad,search
S100473,2025-06-27 20:07:06,aple,P14910,False,Mumbai,search
S100473,2025-06-27 20:10:06,airpods pro,P14512,False,Mumbai,click
S100473,2025-06-27 20:21:06,macbook air,,False,Chennai,search
S100473,2025-06-27 20:13:06,tvx under 50000,P14736,False,Pune,search
S100473,2025-06-27 20:14:06,apple watch,,False,Chennai,view_details
S100473,2025-06-27 20:16:06,blutooth headphones,P12539,True,Kolkata,click
S100474,2025-07-25 15:15:06,sony wh-1000xm5,P12465,False,Delhi,add_to_cart
S100474,2025-07-25 15:25:06,sneakers below 10000,P13863,False,Kolkata,click
S100474,2025-07-25 15:24:06,laptop under 5000,P13096,False,Pune,search
S100474,2025-07-25 15:35:06,black jeans,P12963,True,Hyderabad,search
S100475,2025-07-18 13:14:06,full sleeve shirt,P11631,False,Ahmedabad,compare
S100475,2025-07-18 13:08:06,shoes undr 50000,P14718,False,Bangalore,compare
S100475,2025-07-18 13:08:06,opo,,False,Ahmedabad,view_details
S100476,2025-07-21 23:33:06,full sleeve shirt,,False,Pune,view_details
S100476,2025-07-21 23:53:06,mobile abov 10000,,False,Bangalore,search
S100477,2025-07-01 13:01:06,iphone 14,,False,Delhi,search
S100478,2025-07-15 14:03:06,airpods pro,P12719,False,Hyderabad,wishlist
S100478,2025-07-15 13:48:06,lenovo,P13023,True,Bangalore,search
S100479,2025-07-08 06:57:06,dell,,False,Kolkata,click
S100479,2025-07-08 06:52:06,gaming headphones,P11986,False,Pune,compare
S100480,2025-07-06 01:14:06,h p,P10729,False,Ahmedabad,add_to_cart
S100480,2025-07-06 01:18:06,gaming laptop,P14801,False,Mumbai,view_details
S100480,2025-07-06 01:10:06,samsug galaxy a54,P14999,False,Mumbai,wishlist
S100480,2025-07-06 01:16:06,nke air max,,False,Pune,view_details
S100480,2025-07-06 00:59:06,adiads ultraboost,P13377,False,Bangalore,purchase
S100480,2025-07-06 01:12:06,garmin foreruner,P10765,False,Pune,view_details
S100480,2025-07-06 00:56:06,levis,P10532,False,Kolkata,add_to_cart
S100481,2025-07-24 02:18:06,ssd laptop,,False,Lucknow,add_to_cart
S100481,2025-07-24 02:21:06,tablet,P14637,True,Delhi,search
S100482,2025-07-08 17:09:06,sneakers,,False,Hyderabad,search
S100482,2025-07-08 17:02:06,sneakers under 20000,,True,Kolkata,compare
S100483,2025-07-16 03:30:06,fast chargng mobile,P13385,False,Chennai,search
S100483,2025-07-16 03:25:06,hp,P13532,False,Kolkata,compare
S100483,2025-07-16 03:22:06,adidas ultraboost,P12502,False,Bangalore,search
S100483,2025-07-16 03:18:06,mobile phone,,False,Bangalore,add_to_cart
S100483,2025-07-16 03:32:06,leather strap watch,P13930,False,Pune,search
S100484,2025-07-02 18:54:06,lenvo,P11361,False,Lucknow,purchase
S100484,2025-07-02 19:06:06,casual shoes,P10234,False,Mumbai,search
S100484,2025-07-02 19:05:06,asus rog,,False,Kolkata,add_to_cart
S100484,2025-07-02 18:43:06,earbuds under 50000,P14171,False,Delhi,purchase
S100485,2025-06-28 08:59:06,mobile under 5000,P13892,False,Delhi,compare
S100485,2025-06-28 09:06:06,sneakers belo 20000,,False,Pune,click
S100485,2025-06-28 09:18:06,ikia,,False,Hyderabad,click
S100485,2025-06-28 09:19:06,mobile between 10000 and 20000,P14923,False,Ahmedabad,click
S100485,2025-06-28 09:22:06,sneakers,,False,Chennai,click
S100485,2025-06-28 09:14:06,mobile under 5000,P10339,False,Hyderabad,view_details
S100486,2025-06-29 10:59:06,shoos,,False,Hyderabad,add_to_cart
S100486,2025-06-29 11:02:06,earbuds below 20000,P12134,True,Pune,click
S100487,2025-07-11 18:57:06,16gb ram laptop,P13869,False,Bangalore,click
S100487,2025-07-11 18:42:06,prestige,P10564,False,Chennai,search
S100487,2025-07-11 18:48:06,mobil phone,P10534,False,Delhi,search
S100487,2025-07-11 18:53:06,waterproof phone,P11346,False,Lucknow,add_to_cart
S100487,2025-07-11 18:47:06,speakr,P12546,False,Bangalore,click
S100487,2025-07-11 18:45:06,hp victus,P14943,False,Ahmedabad,view_details
S100487,2025-07-11 18:49:06,bta,P10936,False,Mumbai,search
S100487,2025-07-11 18:36:06,sony wh-100xm5,P14414,False,Mumbai,click
S100487,2025-07-11 18:58:06,apple watch,P11021,False,Delhi,search
S100488,2025-07-27 10:37:06,55 inch tv,,False,Kolkata,compare
S100488,2025-07-27 10:28:06,samsung galay a54,P11889,False,Lucknow,search
S100488,2025-07-27 10:23:06,iphone 14,P12149,False,Bangalore,click
S100489,2025-07-15 23:29:06,running shoes,P14689,False,Delhi,view_details
S100489,2025-07-15 23:38:06,keybord,,False,Chennai,wishlist
S100489,2025-07-15 23:33:06,blue jeans,P13710,False,Kolkata,search
S100490,2025-07-22 17:57:06,hp,P13498,False,Kolkata,click
S100490,2025-07-22 17:39:06,ssd laptop,P13805,False,Chennai,add_to_cart
S100490,2025-07-22 17:42:06,macbook air,,False,Kolkata,search
S100490,2025-07-22 17:33:06,xiaomi redmi note 13,P13417,True,Chennai,view_details
S100491,2025-07-13 08:39:06,earbuds under 50000,,True,Bangalore,search
S100492,2025-07-25 01:44:06,samsng,P12257,False,Bangalore,search
S100492,2025-07-25 01:30:06,apple,P14071,False,Chennai,view_details
S100492,2025-07-25 01:28:06,hdphons below 20000,P10446,False,Delhi,view_details
S100493,2025-07-16 08:18:06,gamng laptop,,False,Kolkata,view_details
S100493,2025-07-16 08:20:06,headphones below 5000,,False,Kolkata,click
S100493,2025-07-16 08:21:06,hp victus,,True,Kolkata,click
S100494,2025-07-16 17:28:06,tvx under 50000,P14170,False,Lucknow,add_to_cart
S100494,2025-07-16 17:23:06,adiads ultraboost,,False,Mumbai,click
S100494,2025-07-16 17:48:06,mi tv,P13996,False,Chennai,view_details
S100494,2025-07-16 17:25:06,earbuds above 20000,P13403,False,Kolkata,add_to_cart
S100494,2025-07-16 17:29:06,sony wh-1000xm5,P14200,False,Ahmedabad,click
S100495,2025-07-09 05:13:06,blue jeans,P13097,False,Mumbai,view_details
S100495,2025-07-09 05:32:06,black jeans,,True,Kolkata,search
S100496,2025-07-01 12:31:06,opo,P10814,False,Kolkata,search
S100496,2025-07-01 12:23:06,nike air max,,False,Ahmedabad,search
S100496,2025-07-01 12:24:06,apple,P13277,False,Mumbai,click
S100497,2025-07-23 19:33:06,hdphons under 10000,,False,Mumbai,search
S100497,2025-07-23 19:40:06,oneplus 11,P14154,False,Bangalore,add_to_cart
S100498,2025-07-25 06:21:06,mobile between 10000 and 20000,,False,Delhi,search
S100499,2025-07-01 12:05:06,mobil between 10000 and 20000,P13626,False,Kolkata,click
S100499,2025-07-01 12:06:06,laptop undr 20000,,True,Hyderabad,search
S100500,2025-07-25 12:30:06,apple watch,,False,Chennai,click
S100500,2025-07-25 12:48:06,fast chargng mobile,,False,Hyderabad,view_details
S100500,2025-07-25 12:53:06,black shoes,P14178,False,Kolkata,view_details
S100501,2025-07-19 21:24:06,samsung galay a54,P12568,False,Jaipur,click
S100501,2025-07-19 21:25:06,blue jeans,P12902,False,Delhi,search
S100501,2025-07-19 21:13:06,waterproof phone,P10886,False,Jaipur,view_details
S100501,2025-07-19 21:16:06,noise cancelling headphones,P14083,False,Delhi,click
S100501,2025-07-19 21:19:06,mobile abov 10000,,False,Chennai,click
S100502,2025-07-25 10:07:06,charger,P10179,False,Jaipur,wishlist
S100502,2025-07-25 10:14:06,bluetooth headphones,P13294,True,Lucknow,click
S100503,2025-07-22 12:13:06,l g,,False,Kolkata,view_details
S100503,2025-07-22 12:24:06,mobile under 5000,P12079,False,Delhi,wishlist
S100504,2025-07-21 07:23:06,watch under 15000,P10118,False,Mumbai,search
S100504,2025-07-21 07:00:06,earbuds below 20000,P14430,False,Ahmedabad,compare
S100504,2025-07-21 06:55:06,hm,,True,Delhi,view_details
S100505,2025-07-03 09:06:06,xiomi,P11141,False,Mumbai,view_details
S100505,2025-07-03 09:17:06,oled tv,P14450,False,Ahmedabad,add_to_cart
S100505,2025-07-03 09:04:06,h p,P10996,False,Lucknow,view_details
S100505,2025-07-03 09:04:06,realme 11 pro,P14318,False,Chennai,click
S100505,2025-07-03 09:20:06,blue jeans,P12860,True,Lucknow,view_details
S100506,2025-07-24 21:27:06,del,P11127,False,Jaipur,add_to_cart
S100506,2025-07-24 21:13:06,tablet,P13833,False,Chennai,click
S100506,2025-07-24 21:27:06,gamng laptop,P11233,False,Mumbai,view_details
S100506,2025-07-24 21:14:06,watch undr 10000,P11415,False,Jaipur,compare
S100506,2025-07-24 21:26:06,vvo,P14380,False,Bangalore,click
S100506,2025-07-24 21:26:06,fitbit charge,,True,Bangalore,view_details
S100507,2025-07-19 19:39:06,television,P14846,True,Mumbai,add_to_cart
S100508,2025-07-06 02:45:06,iphone 14,P11143,False,Bangalore,view_details
S100508,2025-07-06 02:52:06,oneplus 11,,False,Chennai,click
S100508,2025-07-06 03:11:06,sony bravia,P14379,False,Hyderabad,view_details
S100508,2025-07-06 03:02:06,apple watch,P10614,False,Kolkata,search
S100508,2025-07-06 02:52:06,watch between 10000 and 20000,P12578,False,Bangalore,click
S100508,2025-07-06 02:53:06,watch undr 30000,,True,Lucknow,search
S100509,2025-07-14 18:11:06,vvo,P14204,False,Kolkata,search
S100509,2025-07-14 18:33:06,65 inch tv,P11936,False,Lucknow,view_details
S100509,2025-07-14 18:13:06,boat aidopes,P12129,False,Hyderabad,add_to_cart
S100509,2025-07-14 18:23:06,blue jeans,P12600,False,Hyderabad,click
S100509,2025-07-14 18:36:06,macbook air,P12426,False,Chennai,click
S100509,2025-07-14 18:16:06,hdphons under 15000,,False,Delhi,add_to_cart
S100510,2025-07-20 05:54:06,analog watch,P13782,False,Bangalore,search
S100510,2025-07-20 05:36:06,garmin forerunner,P14336,False,Lucknow,search
S100510,2025-07-20 05:42:06,adidas,,False,Kolkata,compare
S100511,2025-07-22 16:28:06,macbook air,P12683,True,Chennai,search
S100512,2025-07-27 14:57:06,oneplus 11,P11278,False,Bangalore,search
S100512,2025-07-27 15:05:06,black jeans,,False,Bangalore,click
S100512,2025-07-27 14:52:06,l g,P13226,False,Bangalore,search
S100513,2025-07-21 22:53:06,asus viobook,P11727,False,Lucknow,search
S100513,2025-07-21 22:33:06,vivo,,True,Chennai,compare
S100514,2025-07-09 14:06:06,shoes,P12426,False,Bangalore,search
S100514,2025-07-09 14:00:06,earbuds under 15000,P12081,False,Mumbai,search
S100514,2025-07-09 14:12:06,oppo,P10827,False,Pune,search
S100514,2025-07-09 13:56:06,shos between 10000 and 20000,P14306,False,Mumbai,view_details
S100515,2025-07-12 01:35:06,soy wh-1000xm5,P10358,False,Jaipur,click
S100515,2025-07-12 01:24:06,earbuds,P13491,False,Bangalore,add_to_cart
S100515,2025-07-12 01:27:06,gaming headphones,,True,Lucknow,search
S100516,2025-07-05 17:43:06,lenovo thnkpad,P10231,False,Pune,click
S100516,2025-07-05 17:27:06,casual shoes,P10540,False,Mumbai,click
S100516,2025-07-05 17:49:06,blue jeans,,False,Mumbai,search
S100516,2025-07-05 17:38:06,samsung 55 inch tv,P12833,False,Ahmedabad,search
S100516,2025-07-05 17:50:06,rbuds under 5000,P13281,False,Chennai,compare
S100516,2025-07-05 17:55:06,realme wtch,,True,Mumbai,view_details
S100517,2025-07-05 21:09:06,soy wh-1000xm5,P11790,False,Pune,add_to_cart
S100517,2025-07-05 21:03:06,mouse,P10093,True,Hyderabad,search
S100518,2025-07-11 12:05:06,walet,P13649,False,Chennai,view_details
S100519,2025-07-20 08:26:06,adiads ultraboost,P11372,False,Chennai,wishlist
S100519,2025-07-20 08:19:06,oneplus 11,P14545,False,Chennai,search
S100519,2025-07-20 08:16:06,computer under 30000,P11437,False,Hyderabad,click
S100519,2025-07-20 08:23:06,watch abov 20000,P12661,False,Hyderabad,search
S100520,2025-06-27 16:15:06,laptop abov 20000,,False,Kolkata,compare
S100521,2025-07-03 03:08:06,dell xps 13,P14112,False,Hyderabad,search
S100521,2025-07-03 03:21:06,oneplus nord,P14658,False,Ahmedabad,click
S100521,2025-07-03 02:59:06,gaming headphones,P11199,False,Delhi,search
S100521,2025-07-03 03:15:06,black jeans,,True,Chennai,compare
S100522,2025-06-28 12:02:06,realmi,P13214,False,Delhi,click
S100523,2025-07-07 22:00:06,watch below 5000,P14889,False,Hyderabad,add_to_cart
S100523,2025-07-07 21:56:06,sports shoes,,False,Bangalore,click
S100523,2025-07-07 21:47:06,xiaomi redmi note 13,P11863,False,Pune,view_details
S100523,2025-07-07 21:44:06,dell xps 13,P12065,False,Ahmedabad,compare
S100523,2025-07-07 21:51:06,lptop above 10000,,False,Mumbai,search
S100523,2025-07-07 21:55:06,shoos,P13703,False,Mumbai,add_to_cart
S100523,2025-07-07 22:06:06,oneplus buds,,True,Delhi,compare
S100524,2025-07-26 03:32:06,soy wh-1000xm5,P13289,False,Pune,add_to_cart
S100524,2025-07-26 03:48:06,laptop undr 20000,P12284,False,Lucknow,add_to_cart
S100525,2025-07-15 18:21:06,casual shoes,P10911,False,Pune,view_details
S100525,2025-07-15 18:09:06,mobil between 10000 and 20000,P10948,False,Kolkata,view_details
S100525,2025-07-15 18:30:06,laptop,,False,Ahmedabad,search
S100525,2025-07-15 18:37:06,ssd laptop,P13166,False,Delhi,view_details
S100526,2025-07-10 03:02:06,soney,,True,Delhi,click
S100527,2025-07-23 00:37:06,gaming laptop,P10814,False,Pune,search
S100527,2025-07-23 00:39:06,gaming headphones,P12558,False,Chennai,click
S100528,2025-07-22 06:11:06,adidas,P10667,True,Bangalore,click
S100529,2025-07-03 02:59:06,nike air max,P12824,False,Mumbai,view_details
S100529,2025-07-03 02:47:06,boat aidopes,P11189,False,Mumbai,view_details
S100529,2025-07-03 02:40:06,shrt,P12412,False,Hyderabad,search
S100529,2025-07-03 03:01:06,mobile under 20000,,True,Chennai,compare
S100530,2025-07-17 08:51:06,notbook,P11879,False,Lucknow,search
S100530,2025-07-17 08:40:06,mobile under 20000,P13863,False,Pune,view_details
S100530,2025-07-17 08:46:06,case,P13273,False,Mumbai,view_details
S100530,2025-07-17 08:51:06,keyboard,P13152,True,Bangalore,search
S100531,2025-07-26 20:51:06,bluetooth headphones,P10230,False,Hyderabad,search
S100531,2025-07-26 20:45:06,skinny jeans,P12089,False,Kolkata,search
S100531,2025-07-26 20:26:06,headphones below 5000,P11558,False,Bangalore,compare
S100532,2025-07-19 22:41:06,vivo,P12110,True,Jaipur,add_to_cart
S100533,2025-07-22 20:21:06,shoes above 10000,P13043,False,Bangalore,search
S100533,2025-07-22 20:30:06,lenovo thnkpad,,False,Bangalore,view_details
S100533,2025-07-22 20:16:06,running shoes,P13950,False,Hyderabad,click
S100534,2025-06-30 12:57:06,phone above 10000,,False,Pune,click
S100534,2025-06-30 13:02:06,runing shoes,P12288,False,Delhi,search
S100534,2025-06-30 13:00:06,speaker,,False,Ahmedabad,click
S100534,2025-06-30 12:49:06,prestig,P14617,True,Delhi,add_to_cart
S100535,2025-07-27 06:53:06,55 inch tv,,False,Ahmedabad,compare
S100535,2025-07-27 06:53:06,dell inspiron,P13919,True,Mumbai,click
S100536,2025-06-29 14:53:06,oneplus buds,P13411,False,Delhi,compare
S100536,2025-06-29 15:03:06,full sleeve shirt,P13676,True,Delhi,search
S100537,2025-06-30 09:50:06,shoes undr 5000,,False,Ahmedabad,search
S100537,2025-06-30 10:03:06,earbuds below 10000,,False,Mumbai,compare
S100538,2025-07-05 14:00:06,oppo reno 10,P14001,False,Hyderabad,add_to_cart
S100538,2025-07-05 13:58:06,levis,,False,Lucknow,click
S100538,2025-07-05 13:38:06,laptop under 15000,P13929,False,Bangalore,click
S100538,2025-07-05 13:39:06,acer aspire,,False,Delhi,view_details
S100539,2025-07-14 20:27:06,phone undr 15000,P10123,False,Delhi,search
S100539,2025-07-14 20:37:06,boat aidopes,P12439,False,Kolkata,click
S100539,2025-07-14 20:37:06,tv between 10000 and 20000,P12962,False,Hyderabad,add_to_cart
S100539,2025-07-14 20:26:06,wtch under 10000,P13672,False,Pune,wishlist
S100539,2025-07-14 20:37:06,televisn,P10862,False,Delhi,add_to_cart
S100539,2025-07-14 20:27:06,oppo,P13560,False,Kolkata,search
S100539,2025-07-14 20:50:06,gaming headphones,P13857,False,Delhi,view_details
S100539,2025-07-14 20:44:06,sony wh-100xm5,P12147,False,Chennai,search
S100540,2025-07-05 11:23:06,xiaomi redmi note 13,P12412,False,Pune,search
S100540,2025-07-05 11:47:06,full sleeve shirt,P14037,True,Delhi,add_to_cart
S100541,2025-07-10 12:22:06,acer aspire,P11992,False,Bangalore,view_details
S100541,2025-07-10 12:22:06,gamng laptop,P10573,False,Chennai,click
S100541,2025-07-10 12:24:06,garmin forerunner,,False,Kolkata,view_details
S100541,2025-07-10 12:20:06,tablet,,False,Kolkata,click
S100541,2025-07-10 12:30:06,blutooth keyboard,,False,Chennai,add_to_cart
S100541,2025-07-10 12:26:06,fitibt charge,P10988,False,Bangalore,search
S100541,2025-07-10 12:35:06,shoes undr 50000,P11129,True,Lucknow,add_to_cart
S100542,2025-07-09 14:44:06,sony,P10000,False,Chennai,view_details
S100542,2025-07-09 14:45:06,touchscreen laptop,,False,Chennai,view_details
S100542,2025-07-09 14:57:06,charger,,True,Bangalore,search
S100543,2025-07-16 16:22:06,mobile phone,P14659,False,Jaipur,click
S100543,2025-07-16 16:08:06,shrt,,False,Delhi,view_details
S100543,2025-07-16 16:32:06,dell inspiron,P10477,False,Mumbai,view_details
S100543,2025-07-16 16:04:06,watch below 20000,,False,Lucknow,purchase
S100543,2025-07-16 16:04:06,oneplus nord,,False,Pune,click
S100544,2025-07-05 10:05:06,hp victus,,False,Kolkata,click
S100544,2025-07-05 09:40:06,garmin forerunner,P10130,True,Bangalore,view_details
S100545,2025-07-17 09:39:06,ssd laptop,,False,Jaipur,click
S100545,2025-07-17 09:23:06,jens,P12319,False,Kolkata,click
S100545,2025-07-17 09:18:06,shoes undr 5000,,False,Chennai,search
S100545,2025-07-17 09:26:06,shoes undr 50000,,True,Pune,search
S100546,2025-07-06 13:47:06,realme watch,,False,Bangalore,click
S100546,2025-07-06 13:39:06,rbuds under 5000,P12963,False,Bangalore,add_to_cart
S100546,2025-07-06 13:34:06,formal shirt,,False,Delhi,search
S100546,2025-07-06 13:28:06,sneakers belo 5000,P13320,False,Bangalore,click
S100546,2025-07-06 13:38:06,touchscreen laptop,,False,Ahmedabad,click
S100546,2025-07-06 13:42:06,oneplus 11,,False,Kolkata,add_to_cart
S100547,2025-06-28 18:43:06,lptop under 10000,P14758,False,Bangalore,search
S100547,2025-06-28 18:31:06,gamng laptop,,False,Ahmedabad,click
S100547,2025-06-28 18:50:06,oneplus,,False,Lucknow,add_to_cart
S100547,2025-06-28 18:30:06,samsung,P13995,False,Chennai,search
S100547,2025-06-28 18:57:06,lptop above 10000,P13785,False,Ahmedabad,view_details
S100547,2025-06-28 18:33:06,zarra,P13450,False,Jaipur,wishlist
S100547,2025-06-28 18:31:06,watch undr 10000,P14364,False,Bangalore,search
S100547,2025-06-28 18:29:06,watch under 10000,P10727,False,Delhi,view_details
S100548,2025-07-15 14:14:06,mouse,,False,Jaipur,view_details
S100548,2025-07-15 13:50:06,zara,,True,Pune,search
S100549,2025-07-05 01:29:06,chargr,P11396,False,Ahmedabad,click
S100549,2025-07-05 01:15:06,touchscreen laptop,P11727,False,Chennai,purchase
S100549,2025-07-05 01:09:06,ssd laptop,P13732,False,Lucknow,search
S100550,2025-07-20 07:29:06,headphones below 5000,P10431,False,Pune,search
S100550,2025-07-20 07:36:06,blutooth headphones,P11692,False,Delhi,search
S100550,2025-07-20 07:29:06,mobile under 50000,P11755,False,Bangalore,click
S100550,2025-07-20 07:34:06,oled tv,P11822,False,Ahmedabad,view_details
S100550,2025-07-20 07:41:06,4k tv,,False,Lucknow,search
S100550,2025-07-20 07:42:06,boat airdopes,P12898,True,Hyderabad,compare
S100551,2025-06-29 15:22:06,apple,,False,Pune,click
S100552,2025-06-28 06:23:06,case,P11940,False,Chennai,search
S100552,2025-06-28 06:40:06,lenovo,,False,Mumbai,wishlist
S100552,2025-06-28 06:27:06,gaming mouse,P12307,False,Ahmedabad,view_details
S100552,2025-06-28 06:19:06,65 inch tv,P12760,False,Chennai,search
S100552,2025-06-28 06:28:06,blue jeans,P13314,False,Kolkata,search
S100553,2025-07-14 12:05:06,casual shoes,P14523,False,Lucknow,wishlist
S100553,2025-07-14 11:56:06,xiaomi redmi note 13,P11479,False,Ahmedabad,search
S100554,2025-06-28 08:22:06,speakr,P10978,False,Jaipur,click
S100555,2025-07-04 18:45:06,earbuds under 15000,P14686,False,Bangalore,compare
S100555,2025-07-04 19:05:06,sneakers belo 5000,P13591,False,Pune,wishlist
S100555,2025-07-04 18:41:06,charger,P12253,False,Delhi,add_to_cart
S100555,2025-07-04 18:52:06,watch below 20000,,False,Lucknow,click
S100555,2025-07-04 18:40:06,gamng mouse,P10579,True,Chennai,search
S100556,2025-07-20 00:57:06,laptop under 5000,,False,Hyderabad,search
S100556,2025-07-20 00:37:06,polo shirt,,False,Jaipur,search
S100556,2025-07-20 00:47:06,mi tv,P12425,False,Bangalore,click
S100556,2025-07-20 00:32:06,l g,P13821,False,Mumbai,wishlist
S100557,2025-07-16 04:34:06,4k tv,,False,Pune,add_to_cart
S100557,2025-07-16 04:23:06,formal shirt,P11737,True,Ahmedabad,wishlist
S100558,2025-07-13 12:54:06,casual shoes,P10896,False,Delhi,search
S100558,2025-07-13 12:56:06,oneplus nord,P13931,True,Jaipur,purchase
S100559,2025-06-27 18:22:06,ikea,P13008,False,Bangalore,click
S100560,2025-07-07 01:05:06,xiaomi redmi note 13,P14211,False,Jaipur,click
S100560,2025-07-07 00:58:06,mobil phone,,False,Hyderabad,search
S100560,2025-07-07 01:04:06,aple,P14275,False,Lucknow,click
S100560,2025-07-07 01:02:06,airpods pro,,False,Ahmedabad,click
S100561,2025-07-20 09:41:06,addidas,P12722,False,Delhi,search
S100561,2025-07-20 09:53:06,hm,P11398,False,Kolkata,search
S100561,2025-07-20 09:41:06,xiaomi redmi note 13,P14999,False,Pune,view_details
S100561,2025-07-20 09:59:06,ssd laptop,P13846,False,Ahmedabad,view_details
S100561,2025-07-20 09:37:06,computer under 30000,P13766,True,Chennai,click
S100562,2025-07-04 04:50:06,sony wh-1000xm5,P12937,False,Chennai,search
S100562,2025-07-04 05:12:06,formal shirt,P10413,False,Pune,search
S100562,2025-07-04 05:14:06,bot,P14936,False,Bangalore,add_to_cart
S100562,2025-07-04 04:55:06,bata,P13037,True,Ahmedabad,view_details
S100563,2025-07-15 11:01:06,h m,P10410,False,Hyderabad,click
S100563,2025-07-15 10:56:06,mobil under 5000,P14194,False,Delhi,click
S100563,2025-07-15 10:59:06,asus viobook,,False,Delhi,search
S100563,2025-07-15 11:04:06,shoes belo 20000,P11097,False,Mumbai,add_to_cart
S100563,2025-07-15 11:02:06,smartphone,P12095,False,Delhi,view_details
S100563,2025-07-15 10:41:06,shoes undr 50000,,True,Jaipur,view_details
S100564,2025-07-18 02:27:06,sneakers,P12172,False,Ahmedabad,wishlist
S100564,2025-07-18 02:24:06,realme watch,P12399,False,Chennai,search
S100564,2025-07-18 02:34:06,sony wh-1000xm5,P10624,False,Chennai,view_details
S100564,2025-07-18 02:32:06,casual shoes,,False,Jaipur,add_to_cart
S100564,2025-07-18 02:34:06,mobile between 10000 and 20000,P12564,False,Bangalore,search
S100565,2025-07-04 11:19:06,tv belo 5000,P11376,False,Chennai,search
S100565,2025-07-04 11:20:06,watch below 5000,,True,Mumbai,click
S100566,2025-06-28 17:49:06,addidas,,False,Kolkata,search
S100566,2025-06-28 18:08:06,dell,,True,Delhi,click
S100567,2025-07-10 01:45:06,oneplus 11,P14387,False,Chennai,search
S100568,2025-07-13 08:35:06,mouse,P14866,False,Bangalore,click
S100568,2025-07-13 08:42:06,macbook air,P12219,False,Lucknow,compare
S100568,2025-07-13 08:22:06,55 inch tv,,True,Pune,add_to_cart
S100569,2025-07-09 12:33:06,headphones below 5000,P10693,False,Jaipur,wishlist
S100569,2025-07-09 12:55:06,nike air max,,False,Pune,click
S100569,2025-07-09 12:37:06,boat,P13028,True,Hyderabad,search
S100570,2025-07-07 02:00:06,smart tv,,False,Pune,search
S100570,2025-07-07 01:38:06,earbuds under 15000,,True,Chennai,view_details
S100571,2025-07-24 18:13:06,shoes undr 5000,,False,Ahmedabad,click
S100571,2025-07-24 18:12:06,prestige,P14027,False,Ahmedabad,click
S100571,2025-07-24 18:29:06,mobile under 5000,P12498,True,Bangalore,click
