query_id,token,tag
Q000740,pro,O
Q000740,max,O
Q000740,price,B-PRICE_INDICATOR
Q000741,wireless,B-PRODUCT
Q000741,earbuds,B-PRODUCT
Q000741,noise,B-FEATURE
Q000741,cancelling,B-PRODUCT
Q000742,laptop,B-PRODUCT
Q000742,backpack,B-PRODUCT
Q000742,waterproof,B-FEATURE
Q000743,yoga,B-PRODUCT
Q000743,mat,B-PRODUCT
Q000743,non,O
Q000743,slip,O
Q000744,dog,B-PRODUCT
Q000744,food,B-PRODUCT
Q000744,grain,O
Q000744,free,O
Q000744,small,B-SIZE
Q000744,breed,O
Q000745,garden,B-PRODUCT
Q000745,hose,B-PRODUCT
Q000745,retractable,O
Q000746,baby,B-CATEGORY
Q000746,monitor,B-PRODUCT
Q000746,video,O
Q000746,night,O
Q000746,vision,O
Q000747,backpack,B-PRODUCT
Q000747,for,O
Q000747,hiking,O
Q000747,50L,O
Q000748,robot,B-PRODUCT
Q000748,vacuum,B-PRODUCT
Q000748,cleaner,B-PRODUCT
Q000748,self,O
Q000748,emptying,O
Q000749,smartwatch,B-PRODUCT
Q000749,with,O
Q000749,heart,O
Q000749,rate,O
Q000749,monitor,B-PRODUCT
Q000750,kitchenAid,O
Q000750,stand,O
Q000750,mixer,O
Q000750,artisan,O
Q000751,blender,B-PRODUCT
Q000751,high,O
Q000751,speed,O
Q000751,smoothie,O
Q000752,womens,O
Q000752,running,B-PRODUCT
Q000752,shorts,O
Q000752,with,O
Q000752,pockets,O
Q000753,camping,B-PRODUCT
Q000753,tent,B-PRODUCT
Q000753,4,O
Q000753,person,O
Q000753,easy,O
Q000753,setup,O
Q000754,bluetooth,B-PRODUCT
Q000754,headphones,B-PRODUCT
Q000754,over,B-PRICE_INDICATOR
Q000754,ear,O
Q000755,kitchen,B-CATEGORY
Q000755,scale,B-PRODUCT
Q000755,digital,B-FEATURE
Q000755,precise,O
Q000756,cat,O
Q000756,scratching,O
Q000756,post,O
Q000756,tall,O
Q000757,gaming,B-PRODUCT
Q000757,headset,B-PRODUCT
Q000757,wireless,B-PRODUCT
Q000757,ps5,O
Q000758,robot,B-PRODUCT
Q000758,vacuum,B-PRODUCT
Q000758,for,O
Q000758,pet,B-CATEGORY
Q000758,hair,O
Q000759,standing,B-PRODUCT
Q000759,desk,I-PRODUCT
Q000759,converter,B-PRODUCT
Q000760,noise,B-FEATURE
Q000760,cancelling,B-PRODUCT
Q000760,headphones,B-PRODUCT
Q000760,sony,B-BRAND
Q000760,wh-1000xm5,O
Q000761,ring,B-BRAND
Q000761,doorbell,B-PRODUCT
Q000761,pro,O
Q000761,2,O
Q000762,security,B-PRODUCT
Q000762,camera,B-PRODUCT
Q000762,indoor,O
Q000762,wireless,B-PRODUCT
Q000763,puzzle,O
Q000763,1000,O
Q000763,pieces,O
Q000763,adult,O
Q000764,robot,B-PRODUCT
Q000764,vacuum,B-PRODUCT
Q000764,mop,O
Q000764,combo,O
Q000765,blender,B-PRODUCT
Q000765,for,O
Q000765,crushing,O
Q000765,ice,O
Q000766,water,O
Q000766,bottle,B-PRODUCT
Q000766,insulated,O
Q000766,stainless,B-MATERIAL
Q000766,steel,B-MATERIAL
Q000767,bike,B-PRODUCT
Q000767,helmet,O
Q000767,urban,O
Q000768,car,B-PRODUCT
Q000768,seat,B-PRODUCT
Q000768,convertible,O
Q000768,infant,O
Q000768,to,O
Q000768,toddler,O
Q000769,smart,B-PRODUCT
Q000769,lock,I-PRODUCT
Q000769,for,O
Q000769,front,B-FEATURE
Q000769,door,O
Q000770,luggage,B-PRODUCT
Q000770,set,I-PRODUCT
Q000770,hardshell,O
Q000770,lightweight,B-SIZE
Q000771,grill,O
Q000771,propane,O
Q000771,4,O
Q000771,burner,O
Q000772,electric,B-PRODUCT
Q000772,toothbrush,B-PRODUCT
Q000772,oral,O
Q000772,b,I-PRODUCT
Q000773,portable,B-SIZE
Q000773,car,O
Q000773,jump,O
Q000773,starter,O
Q000774,dog,O
Q000774,bed,O
Q000774,orthopedic,O
Q000774,large,B-SIZE
Q000775,espresso,B-PRODUCT
Q000775,machine,B-PRODUCT
Q000775,delonghi,O
Q000776,robot,B-PRODUCT
Q000776,vacuum,B-PRODUCT
Q000776,for,O
Q000776,hard,B-PRODUCT
Q000776,floors,O
Q000777,electric,O
Q000777,stove,O
Q000777,top,O
Q000777,4,O
Q000777,burner,O
Q000778,electric,O
Q000778,griddle,O
Q000778,nonstick,O
Q000779,smart,B-FEATURE
Q000779,tv,B-PRODUCT
Q000779,remote,B-FEATURE
Q000779,control,O
Q000779,universal,O
Q000780,portable,B-PRODUCT
Q000780,speaker,B-PRODUCT
Q000780,with,O
Q000780,microphone,O
Q000781,bluetooth,B-PRODUCT
Q000781,headset,B-PRODUCT
Q000781,for,O
Q000781,calls,O
Q000782,portable,B-SIZE
Q000782,ice,O
Q000782,maker,B-PRODUCT
Q000782,countertop,O
Q000783,portable,B-SIZE
Q000783,tire,O
Q000783,inflator,O
Q000783,12v,O
Q000784,outdoor,B-CATEGORY
Q000784,security,B-PRODUCT
Q000784,camera,B-PRODUCT
Q000784,solar,B-PRODUCT
Q000784,powered,I-PRODUCT
Q000785,yoga,B-PRODUCT
Q000785,pants,O
Q000785,high,O
Q000785,waisted,O
Q000785,with,O
Q000785,pockets,O
Q000786,pet,B-CATEGORY
Q000786,tracker,O
Q000786,gps,B-FEATURE
Q000786,no,O
Q000786,monthly,O
Q000786,fee,O
Q000787,smart,B-PRODUCT
Q000787,water,I-PRODUCT
Q000787,leak,O
Q000787,detector,O
Q000788,portable,B-PRODUCT
Q000788,espresso,B-PRODUCT
Q000788,maker,B-PRODUCT
Q000788,manual,B-FEATURE
Q000789,electric,B-PRODUCT
Q000789,toothbrush,B-PRODUCT
Q000789,uv,O
Q000789,sanitizer,B-PRODUCT
Q000790,baby,B-PRODUCT
Q000790,stroller,B-PRODUCT
Q000790,lightweight,B-SIZE
Q000790,compact,B-SIZE
Q000791,rice,O
Q000791,cooker,B-PRODUCT
Q000791,multi,O
Q000791,function,O
Q000792,security,B-PRODUCT
Q000792,camera,B-PRODUCT
Q000792,system,O
Q000792,wireless,B-PRODUCT
Q000792,8,O
Q000792,channel,O
Q000793,portable,B-SIZE
Q000793,massage,O
Q000793,chair,B-PRODUCT
Q000794,smart,B-PRODUCT
Q000794,doorbell,B-PRODUCT
Q000794,with,O
Q000794,camera,B-PRODUCT
Q000795,smart,B-PRODUCT
Q000795,thermostat,B-PRODUCT
Q000795,ecobee,O
Q000796,treadmill,O
Q000796,foldable,B-FEATURE
Q000796,incline,O
Q000797,bluetooth,B-PRODUCT
Q000797,speaker,B-PRODUCT
Q000797,with,O
Q000797,alarm,O
Q000797,clock,O
Q000798,gaming,B-PRODUCT
Q000798,headset,B-PRODUCT
Q000798,for,O
Q000798,pc,O
Q000798,wireless,B-PRODUCT
Q000798,microphone,O
Q000799,portable,B-SIZE
Q000799,blender,B-PRODUCT
Q000799,usb,B-FEATURE
Q000799,rechargeable,B-FEATURE
Q000800,robot,B-PRODUCT
Q000800,vacuum,B-PRODUCT
Q000800,with,O
Q000800,mopping,O
Q000800,feature,O
Q000801,smart,B-FEATURE
Q000801,light,O
Q000801,strip,O
Q000801,rgb,O
Q000802,harry,O
Q000802,potter,O
Q000802,book,O
Q000802,set,O
Q000803,dog,B-PRODUCT
Q000803,food,B-PRODUCT
Q000803,for,O
Q000803,puppies,O
Q000804,yoga,B-PRODUCT
Q000804,mat,B-PRODUCT
Q000804,for,O
Q000804,beginners,O
Q000805,lego,O
Q000805,city,O
Q000805,police,O
Q000805,station,O
Q000806,coffee,B-PRODUCT
Q000806,maker,B-PRODUCT
Q000806,with,O
Q000806,grinder,O
Q000807,running,B-PRODUCT
Q000807,shorts,O
Q000807,men,O
Q000808,air,B-PRODUCT
Q000808,fryer,B-PRODUCT
Q000808,reviews,O
Q000809,gaming,B-PRODUCT
Q000809,laptop,B-PRODUCT
Q000809,rtx,B-FEATURE
Q000809,4090,O
Q000810,smartwatch,B-PRODUCT
Q000810,for,O
Q000810,android,B-PRODUCT
Q000811,kitchen,B-CATEGORY
Q000811,aid,O
Q000811,mixer,O
Q000811,attachments,O
Q000812,garden,B-PRODUCT
Q000812,hose,B-PRODUCT
Q000812,reel,O
Q000813,gaming,B-PRODUCT
Q000813,chair,B-PRODUCT
Q000813,with,O
Q000813,footrest,O
Q000814,men's,O
Q000814,leather,B-PRODUCT
Q000814,jacket,O
Q000815,crock,O
Q000815,pot,O
Q000815,slow,O
Q000815,cooker,B-PRODUCT
Q000816,desk,O
Q000816,lamp,O
Q000816,with,O
Q000816,wireless,B-PRODUCT
Q000816,charger,B-PRODUCT
Q000817,plant,B-PRODUCT
Q000817,pots,B-PRODUCT
Q000817,indoor,O
Q000818,backpack,B-PRODUCT
Q000818,for,O
Q000818,college,O
Q000819,smart,B-FEATURE
Q000819,light,O
Q000819,bulbs,O
Q000819,alexa,B-BRAND
Q000820,toddler,O
Q000820,balance,O
Q000820,bike,B-PRODUCT
Q000821,blender,B-PRODUCT
Q000821,for,O
Q000821,smoothies,O
Q000822,instant,O
Q000822,pot,O
Q000822,duo,O
Q000822,6qt,O
Q000823,digital,B-PRODUCT
Q000823,camera,B-PRODUCT
Q000823,for,O
Q000823,beginners,O
Q000824,bike,B-PRODUCT
Q000824,helmet,O
Q000824,adult,O
Q000825,electric,B-PRODUCT
Q000825,bike,B-PRODUCT
Q000825,for,O
Q000825,commuting,O
Q000826,kids,O
Q000826,scooter,B-PRODUCT
Q000826,with,O
Q000826,light,O
Q000826,up,O
Q000826,wheels,O
Q000827,soundbar,O
Q000827,with,O
Q000827,subwoofer,O
Q000828,dyson,O
Q000828,v11,O
Q000828,vacuum,B-PRODUCT
Q000829,smart,B-FEATURE
Q000829,door,O
Q000829,lock,O
Q000829,with,O
Q000829,keypad,O
Q000830,kitchen,B-CATEGORY
Q000830,scale,B-PRODUCT
Q000830,digital,B-FEATURE
Q000831,portable,B-PRODUCT
Q000831,speaker,B-PRODUCT
Q000831,jbl,B-BRAND
Q000832,car,B-PRODUCT
Q000832,seat,B-PRODUCT
Q000832,infant,O
Q000832,convertible,O
Q000833,solar,B-FEATURE
Q000833,garden,B-PRODUCT
Q000833,lights,O
Q000834,air,O
Q000834,mattress,O
Q000834,queen,O
Q000834,size,O
Q000835,portable,B-PRODUCT
Q000835,air,I-PRODUCT
Q000835,conditioner,O
Q000835,small,B-SIZE
Q000836,humidifier,O
Q000836,for,O
Q000836,bedroom,O
Q000837,espresso,B-PRODUCT
Q000837,coffee,B-PRODUCT
Q000837,beans,O
Q000837,dark,O
Q000837,roast,O
Q000838,smart,B-FEATURE
Q000838,plug,O
Q000838,with,O
Q000838,energy,O
Q000838,monitoring,O
Q000839,wireless,B-PRODUCT
Q000839,mouse,B-PRODUCT
Q000839,ergonomic,B-FEATURE
Q000840,gaming,B-PRODUCT
Q000840,keyboard,B-PRODUCT
Q000840,mechanical,O
Q000841,portable,B-SIZE
Q000841,fan,O
Q000841,usb,B-FEATURE
Q000841,rechargeable,B-FEATURE
Q000842,outdoor,B-CATEGORY
Q000842,patio,O
Q000842,furniture,O
Q000842,set,O
Q000843,robot,B-PRODUCT
Q000843,vacuum,B-PRODUCT
Q000843,and,O
Q000843,mop,O
Q000843,combo,O
Q000844,adjustable,B-FEATURE
Q000844,dumbbell,O
Q000844,set,O
Q000845,magnetic,O
Q000845,car,O
Q000845,mount,O
Q000845,phone,B-PRODUCT
Q000845,holder,O
Q000846,pet,B-CATEGORY
Q000846,grooming,O
Q000846,vacuum,B-PRODUCT
Q000847,indoor,O
Q000847,security,B-PRODUCT
Q000847,camera,B-PRODUCT
Q000847,pan,O
Q000847,tilt,O
Q000847,zoom,B-FEATURE
Q000848,shower,B-PRODUCT
Q000848,head,O
Q000848,with,O
Q000848,filter,B-PRODUCT
Q000849,electric,B-PRODUCT
Q000849,standing,B-PRODUCT
Q000849,desk,I-PRODUCT
Q000850,kitchen,B-CATEGORY
Q000850,knife,O
Q000850,set,O
Q000850,with,O
Q000850,block,O
Q000851,baby,B-CATEGORY
Q000851,monitor,B-PRODUCT
Q000851,with,O
Q000851,camera,B-PRODUCT
Q000851,and,O
Q000851,audio,O
Q000852,outdoor,B-CATEGORY
Q000852,smart,B-FEATURE
Q000852,lighting,O
Q000852,strip,O
Q000853,gaming,B-PRODUCT
Q000853,headset,B-PRODUCT
Q000853,with,O
Q000853,microphone,O
Q000854,fitness,B-PRODUCT
Q000854,tracker,I-PRODUCT
Q000854,watch,B-PRODUCT
Q000855,wireless,B-PRODUCT
Q000855,charging,O
Q000855,pad,O
Q000855,for,O
Q000855,iphone,O
Q000856,smart,B-PRODUCT
Q000856,pet,B-CATEGORY
Q000856,feeder,B-PRODUCT
Q000856,with,O
Q000856,camera,B-PRODUCT
Q000857,fire,O
Q000857,pit,O
Q000857,outdoor,B-CATEGORY
Q000857,propane,O
Q000858,kids,O
Q000858,tablet,B-PRODUCT
Q000858,durable,O
Q000859,electric,O
Q000859,wine,O
Q000859,opener,O
Q000860,portable,B-SIZE
Q000860,photo,O
Q000860,printer,O
Q000861,smart,B-FEATURE
Q000861,coffee,B-PRODUCT
Q000861,mug,O
Q000861,temperature,O
Q000861,control,O
Q000862,external,O
Q000862,ssd,B-FEATURE
Q000862,1tb,O
Q000863,portable,B-SIZE
Q000863,clothes,O
Q000863,steamer,O
Q000864,car,O
Q000864,vacuum,B-PRODUCT
Q000864,cleaner,B-PRODUCT
Q000864,portable,B-SIZE
Q000865,kids,O
Q000865,smart,B-PRODUCT
Q000865,watch,B-PRODUCT
Q000865,gps,B-FEATURE
Q000866,electric,O
Q000866,grill,O
Q000866,indoor,O
Q000866,smokeless,O
Q000867,red,B-COLOR
Q000867,running,B-PRODUCT
Q000867,shoes,B-PRODUCT
Q000867,size,O
Q000867,10,O
Q000868,latest,O
Q000868,iphone,O
Q000868,model,O
Q000869,best,O
Q000869,noise,B-FEATURE
Q000869,cancelling,B-PRODUCT
Q000869,headphones,B-PRODUCT
Q000869,2024,O
Q000870,buy,O
Q000870,samsung,B-BRAND
Q000870,galaxy,O
Q000870,watch,B-PRODUCT
Q000870,6,O
Q000871,men's,O
Q000871,casual,O
Q000871,shirts,O
Q000872,organic,B-PRODUCT
Q000872,coffee,B-PRODUCT
Q000872,beans,O
Q000873,gaming,B-PRODUCT
Q000873,laptop,B-PRODUCT
Q000873,rtx,B-FEATURE
Q000873,4080,O
Q000874,smart,B-PRODUCT
Q000874,home,B-CATEGORY
Q000874,security,B-PRODUCT
Q000874,camera,B-PRODUCT
Q000875,pet,B-CATEGORY
Q000875,food,B-PRODUCT
Q000875,for,O
Q000875,puppies,O
Q000875,sensitive,O
Q000875,stomach,O
Q000876,eco-friendly,O
Q000876,cleaning,B-PRODUCT
Q000876,supplies,O
Q000877,bluetooth,B-PRODUCT
Q000877,speaker,B-PRODUCT
Q000877,portable,B-SIZE
Q000878,kids',O
Q000878,bicycles,O
Q000878,6-8,O
Q000878,years,O
Q000879,garden,B-PRODUCT
Q000879,hose,B-PRODUCT
Q000879,reel,O
Q000879,automatic,B-FEATURE
Q000880,travel,B-CATEGORY
Q000880,suitcase,O
Q000880,hard,B-PRODUCT
Q000880,shell,O
Q000881,protein,O
Q000881,powder,O
Q000881,vanilla,O
Q000881,flavor,O
Q000882,smartwatch,B-PRODUCT
Q000882,for,O
Q000882,fitness,B-CATEGORY
Q000882,tracking,B-PRODUCT
Q000883,t-shirts,O
Q000883,for,O
Q000883,men,O
Q000883,cotton,B-PRODUCT
Q000884,portable,B-SIZE
Q000884,power,B-PRODUCT
Q000884,bank,B-PRODUCT
Q000884,fast,O
Q000884,charging,O
Q000885,kitchenAid,O
Q000885,stand,O
Q000885,mixer,O
Q000886,robot,B-PRODUCT
Q000886,vacuum,B-PRODUCT
Q000886,cleaner,B-PRODUCT
Q000886,smart,B-FEATURE
Q000887,dog,O
Q000887,leash,O
Q000887,retractable,O
Q000888,water,B-PRODUCT
Q000888,filter,B-PRODUCT
Q000888,pitcher,O
Q000889,bluetooth,B-PRODUCT
Q000889,earbuds,B-PRODUCT
Q000889,noise,B-FEATURE
Q000889,cancelling,B-PRODUCT
Q000890,cookware,O
Q000890,set,O
Q000890,nonstick,O
Q000891,backpack,B-PRODUCT
Q000891,for,O
Q000891,laptop,B-PRODUCT
Q000891,15,O
Q000891,inch,O
Q000892,hair,O
Q000892,dryer,O
Q000892,powerful,O
Q000893,car,B-PRODUCT
Q000893,seat,B-PRODUCT
Q000893,for,O
Q000893,infants,O
Q000894,home,B-CATEGORY
Q000894,decor,O
Q000894,living,O
Q000894,room,O
Q000895,running,B-PRODUCT
Q000895,shoes,B-PRODUCT
Q000895,women,O
Q000895,nike,B-BRAND
Q000896,wireless,B-PRODUCT
Q000896,mouse,B-PRODUCT
Q000896,gaming,B-PRODUCT
Q000897,headphones,B-PRODUCT
Q000897,over,B-PRICE_INDICATOR
Q000897,ear,O
Q000897,bluetooth,B-PRODUCT
Q000898,garden,B-PRODUCT
Q000898,tools,B-PRODUCT
Q000898,set,O
Q000899,vacuum,B-PRODUCT
Q000899,cleaner,B-PRODUCT
Q000899,cordless,O
Q000899,dyson,O
Q000900,baby,B-CATEGORY
Q000900,monitor,B-PRODUCT
Q000900,video,O
Q000901,blender,B-PRODUCT
Q000901,nutribullet,O
Q000902,yoga,B-PRODUCT
Q000902,pants,O
Q000902,women,O
Q000902,high,O
Q000902,waist,O
Q000903,smart,B-FEATURE
Q000903,speaker,B-PRODUCT
Q000903,amazon,O
Q000903,echo,O
Q000904,electric,B-PRODUCT
Q000904,shaver,I-PRODUCT
Q000904,braun,O
Q000905,outdoor,B-CATEGORY
Q000905,security,B-PRODUCT
Q000905,camera,B-PRODUCT
Q000905,with,O
Q000905,motion,O
Q000905,detector,O
Q000906,baby,B-CATEGORY
Q000906,carrier,O
Q000906,ergonomic,B-FEATURE
Q000907,coffee,B-PRODUCT
Q000907,grinder,O
Q000907,electric,O
Q000908,treadmill,O
Q000908,folding,O
Q000909,portable,B-SIZE
Q000909,fan,O
Q000909,quiet,O
Q000910,air,B-PRODUCT
Q000910,fryer,B-PRODUCT
Q000910,ninja,O
Q000911,vacuum,B-PRODUCT
Q000911,cleaner,B-PRODUCT
Q000911,shark,O
Q000912,monitor,B-PRODUCT
Q000912,for,O
Q000912,gaming,B-PRODUCT
Q000912,144hz,O
Q000913,espresso,B-PRODUCT
Q000913,pods,O
Q000913,nespresso,O
Q000914,smart,B-FEATURE
Q000914,light,O
Q000914,switch,O
Q000914,google,O
Q000914,home,B-CATEGORY
Q000915,baby,B-PRODUCT
Q000915,stroller,B-PRODUCT
Q000915,with,O
Q000915,car,B-PRODUCT
Q000915,seat,B-PRODUCT
Q000915,combo,O
Q000916,coffee,B-PRODUCT
Q000916,table,O
Q000916,modern,O
Q000917,backpack,B-PRODUCT
Q000917,for,O
Q000917,travel,B-CATEGORY
Q000917,carry,O
Q000917,on,O
Q000918,smart,B-FEATURE
Q000918,plug,O
Q000918,for,O
Q000918,appliances,B-CATEGORY
Q000919,running,B-PRODUCT
Q000919,jacket,O
Q000919,waterproof,B-FEATURE
Q000920,dog,O
Q000920,bed,O
Q000920,orthopedic,O
Q000921,air,B-PRODUCT
Q000921,fryer,B-PRODUCT
Q000921,accessories,B-PRODUCT
Q000922,portable,B-SIZE
Q000922,charger,B-PRODUCT
Q000922,for,O
Q000922,iphone,O
Q000923,wireless,B-PRODUCT
Q000923,earbuds,B-PRODUCT
Q000923,for,O
Q000923,running,B-PRODUCT
Q000924,blender,B-PRODUCT
Q000924,vitamix,O
Q000925,noise,B-FEATURE
Q000925,cancelling,B-PRODUCT
Q000925,headphones,B-PRODUCT
Q000925,sony,B-BRAND
Q000926,robot,B-PRODUCT
Q000926,vacuum,B-PRODUCT
Q000926,cleaner,B-PRODUCT
Q000926,irobot,O
Q000927,home,B-CATEGORY
Q000927,gym,O
Q000927,equipment,O
Q000927,multi,O
Q000927,station,O
Q000928,smart,B-PRODUCT
Q000928,scale,B-PRODUCT
Q000928,fitbit,O
Q000929,baby,B-CATEGORY
Q000929,high,O
Q000929,chair,B-PRODUCT
Q000929,convertible,O
Q000930,cordless,O
Q000930,drill,O
Q000930,makita,O
Q000931,gaming,B-PRODUCT
Q000931,monitor,B-PRODUCT
Q000931,curved,O
Q000932,laptop,B-PRODUCT
Q000932,for,O
Q000932,gaming,B-PRODUCT
Q000932,under,B-PRICE_INDICATOR
Q000932,$1500,O
Q000933,nike,B-BRAND
Q000933,air,O
Q000933,max,O
Q000933,270,O
Q000934,smart,B-PRODUCT
Q000934,home,B-CATEGORY
Q000934,devices,O
Q000934,google,O
Q000934,assistant,B-PRODUCT
Q000935,women's,O
Q000935,winter,O
Q000935,coats,O
Q000936,dog,B-PRODUCT
Q000936,food,B-PRODUCT
Q000936,grain,O
Q000936,free,O
Q000936,large,B-SIZE
Q000936,breed,O
Q000937,non-stick,O
Q000937,frying,O
Q000937,pan,O
Q000937,set,O
Q000938,books,B-CATEGORY
Q000938,on,O
Q000938,artificial,O
Q000938,intelligence,O
Q000939,wireless,B-PRODUCT
Q000939,keyboard,B-PRODUCT
Q000939,and,O
Q000939,mouse,B-PRODUCT
Q000939,combo,O
Q000940,air,B-PRODUCT
Q000940,fryer,B-PRODUCT
Q000940,basket,O
Q000940,replacement,O
Q000941,toddler,O
Q000941,shoes,B-PRODUCT
Q000941,size,O
Q000941,6,O
Q000942,electric,B-PRODUCT
Q000942,scooter,B-PRODUCT
Q000942,for,O
Q000942,adults,O
Q000943,apple,B-BRAND
Q000943,watch,B-PRODUCT
Q000943,series,O
Q000943,9,O
Q000944,bose,B-BRAND
Q000944,quietcomfort,O
Q000944,earbuds,B-PRODUCT
Q000944,ii,O
Q000945,polo,O
Q000945,shirts,O
Q000945,for,O
Q000945,men,O
Q000946,hp,B-BRAND
Q000946,omen,O
Q000946,gaming,B-PRODUCT
Q000946,laptop,B-PRODUCT
Q000947,air,B-PRODUCT
Q000947,purifier,B-PRODUCT
Q000947,for,O
Q000947,allergies,O
Q000948,mens,O
Q000948,running,B-PRODUCT
Q000948,shorts,O
Q000949,electric,B-PRODUCT
Q000949,kettle,B-PRODUCT
Q000949,temperature,O
Q000949,control,O
Q000950,cat,O
Q000950,litter,O
Q000950,automatic,B-FEATURE
Q000951,blender,B-PRODUCT
Q000951,for,O
Q000951,smoothies,O
Q000951,nutribullet,O
Q000952,pressure,B-PRODUCT
Q000952,cooker,B-PRODUCT
Q000952,instant,O
Q000952,pot,O
Q000953,led,O
Q000953,light,O
Q000953,strip,O
Q000953,tv,B-PRODUCT
Q000954,cordless,O
Q000954,drill,O
Q000954,18v,O
Q000955,instax,O
Q000955,mini,B-SIZE
Q000955,11,O
Q000955,film,O
Q000956,solar,B-FEATURE
Q000956,garden,B-PRODUCT
Q000956,lights,O
Q000956,outdoor,B-CATEGORY
Q000957,security,B-PRODUCT
Q000957,system,O
Q000957,ring,B-BRAND
Q000957,alarm,O
Q000958,noise,B-PRODUCT
Q000958,machine,B-PRODUCT
Q000958,for,O
Q000958,sleeping,O
Q000959,vacuum,B-PRODUCT
Q000959,cleaner,B-PRODUCT
Q000959,dyson,O
Q000959,cordless,O
Q000960,electric,O
Q000960,griddle,O
Q000960,non-stick,O
Q000961,car,O
Q000961,phone,B-PRODUCT
Q000961,mount,O
Q000961,wireless,B-PRODUCT
Q000961,charging,O
Q000962,bluetooth,B-PRODUCT
Q000962,speaker,B-PRODUCT
Q000962,waterproof,B-FEATURE
Q000963,external,O
Q000963,ssd,B-FEATURE
Q000963,drive,B-PRODUCT
Q000963,1tb,O
Q000964,hair,O
Q000964,dryer,O
Q000964,dyson,O
Q000964,supersonic,O
Q000965,smart,B-FEATURE
Q000965,tv,B-PRODUCT
Q000965,65,O
Q000965,inch,O
Q000965,samsung,B-BRAND
Q000966,electric,O
Q000966,razor,O
Q000966,for,O
Q000966,women,O
Q000967,car,B-PRODUCT
Q000967,seat,B-PRODUCT
Q000967,convertible,O
Q000968,home,B-CATEGORY
Q000968,security,B-PRODUCT
Q000968,camera,B-PRODUCT
Q000968,indoor,O
Q000969,instant,O
Q000969,camera,B-PRODUCT
Q000969,polaroid,O
Q000970,espresso,B-PRODUCT
Q000970,coffee,B-PRODUCT
Q000970,beans,O
Q000971,portable,B-SIZE
Q000971,power,B-PRODUCT
Q000971,station,O
Q000972,electric,O
Q000972,skateboard,O
Q000972,for,O
Q000972,adults,O
Q000973,robot,B-PRODUCT
Q000973,dog,O
Q000973,toy,O
Q000974,smart,B-FEATURE
Q000974,display,O
Q000974,google,O
Q000974,nest,B-BRAND
Q000974,hub,O
Q000975,portable,B-PRODUCT
Q000975,air,I-PRODUCT
Q000975,pump,O
Q000975,for,O
Q000975,tires,O
Q000976,gaming,B-PRODUCT
Q000976,monitor,B-PRODUCT
Q000976,144hz,O
Q000977,electric,B-PRODUCT
Q000977,shaver,I-PRODUCT
Q000977,cleaning,B-PRODUCT
Q000977,solution,O
Q000978,hair,O
Q000978,straightener,O
Q000978,ceramic,B-MATERIAL
Q000979,electric,O
Q000979,pressure,O
Q000979,washer,O
Q000980,portable,B-SIZE
Q000980,generator,O
Q000980,inverter,O
Q000981,gaming,B-PRODUCT
Q000981,laptop,B-PRODUCT
Q000981,accessories,B-PRODUCT
Q000982,electric,B-PRODUCT
Q000982,scooter,B-PRODUCT
Q000982,for,O
Q000982,kids,O
Q000983,waterproof,B-FEATURE
Q000983,bluetooth,B-PRODUCT
Q000983,speaker,B-PRODUCT
Q000984,portable,B-PRODUCT
Q000984,air,I-PRODUCT
Q000984,cooler,O
Q000984,evaporative,O
Q000985,red,B-COLOR
Q000985,running,B-PRODUCT
Q000985,shoes,B-PRODUCT
Q000985,men,O
Q000985,size,O
Q000985,10,O
Q000986,women's,O
Q000986,winter,O
Q000986,coats,O
Q000986,clearance,B-PRICE_INDICATOR
Q000987,air,B-PRODUCT
Q000987,fryer,B-PRODUCT
Q000987,recipes,O
Q000987,for,O
Q000987,beginners,O
Q000988,laptops,O
Q000988,under,B-PRICE_INDICATOR
Q000988,$500,O
Q000988,gaming,B-PRODUCT
Q000989,yoga,B-PRODUCT
Q000989,mats,I-PRODUCT
Q000989,non-slip,O
Q000989,eco,O
Q000989,friendly,O
Q000990,coffee,B-PRODUCT
Q000990,makers,I-PRODUCT
Q000990,drip,O
Q000990,brew,O
Q000991,baby,B-PRODUCT
Q000991,strollers,I-PRODUCT
Q000991,lightweight,B-SIZE
Q000991,travel,B-CATEGORY
Q000992,smart,B-PRODUCT
Q000992,watches,B-CATEGORY
Q000992,for,O
Q000992,iphone,O
Q000992,compatibility,O
Q000993,garden,B-PRODUCT
Q000993,tools,B-PRODUCT
Q000993,set,O
Q000993,ergonomic,B-FEATURE
Q000994,electric,B-PRODUCT
Q000994,toothbrushes,I-PRODUCT
Q000994,sonicare,O
Q000995,backpacks,O
Q000995,for,O
Q000995,college,O
Q000995,students,O
Q000995,durable,O
Q000996,running,B-PRODUCT
Q000996,shorts,O
Q000996,men,O
Q000996,7,O
Q000996,inch,O
Q000996,inseam,O
Q000997,portable,B-SIZE
Q000997,bluetooth,B-PRODUCT
Q000997,speakers,O
Q000997,waterproof,B-FEATURE
Q000998,dress,O
Q000998,shirts,O
Q000998,men,O
Q000998,slim,O
Q000998,fit,O
Q000999,picture,O
Q000999,frames,O
Q000999,8x10,O
Q000999,multi,O
Q000999,pack,O
Q001000,electric,B-PRODUCT
Q001000,kettles,I-PRODUCT
Q001000,fast,O
Q001000,boil,O
Q001001,toddler,O
Q001001,shoes,B-PRODUCT
Q001001,boy,O
Q001001,size,O
Q001001,7,O
Q001002,gaming,B-PRODUCT
Q001002,keyboards,O
Q001002,mechanical,O
